iter	Passed	Remaining
1385	8736	621608
1386	8742	621579
1387	8748	621560
1388	8754	621531
1389	8760	621499
1390	8766	621473
1391	8772	621454
1392	8779	621451
1393	8785	621426
1394	8791	621409
1395	8797	621380
1396	8803	621354
1397	8809	621319
1398	8815	621295
1399	8821	621276
1400	8827	621245
1401	8833	621219
1402	8839	621204
1403	8845	621169
1404	8851	621147
1405	8857	621126
1406	8863	621094
1407	8869	621063
1408	8875	621042
1409	8881	621020
1410	8887	621002
1411	8893	620976
1412	8899	620946
1413	8905	620923
1414	8911	620895
1415	8917	620865
1416	8923	620844
1417	8929	620817
1418	8935	620799
1419	8941	620776
1420	8947	620740
1421	8954	620729
1422	8960	620705
1423	8966	620676
1424	8972	620654
1425	8978	620616
1426	8984	620597
1427	8990	620576
1428	8996	620556
1429	9002	620532
1430	9008	620503
1431	9014	620485
1432	9020	620472
1433	9026	620449
1434	9032	620436
1435	9041	620580
1436	9047	620570
1437	9053	620557
1438	9059	620534
1439	9066	620520
1440	9072	620495
1441	9078	620477
1442	9084	620456
1443	9089	620364
1444	9095	620335
1445	9101	620316
1446	9107	620302
1447	9113	620287
1448	9119	620275
1449	9126	620255
1450	9132	620291
1451	9139	620288
1452	9145	620306
1453	9152	620291
1454	9158	620285
1455	9165	620365
1456	9172	620348
1457	9178	620339
1458	9184	620320
1459	9239	623628
1460	9271	625316
1461	9277	625310
1462	9284	625305
1463	9290	625298
1464	9296	625284
1465	9302	625262
1466	9308	625248
1467	9315	625240
1468	9321	625219
1469	9327	625207
1470	9333	625186
1471	9339	625166
1472	9346	625167
1473	9352	625154
1474	9358	625135
1475	9365	625122
1476	9371	625103
1477	9379	625251
1478	9386	625237
1479	9392	625210
1480	9398	625197
1481	9404	625199
1482	9411	625188
1483	9417	625178
1484	9423	625158
1485	9429	625145
1486	9436	625136
1487	9442	625123
1488	9448	625121
1489	9455	625119
1490	9461	625111
1491	9467	625090
1492	9473	625082
1493	9480	625072
1494	9486	625074
1495	9492	625058
1496	9499	625040
1497	9505	625034
1498	9511	625023
1499	9517	625012
1500	9524	625001
1501	9530	624974
1502	9536	624972
1503	9542	624960
1504	9549	624967
1505	9555	624965
1506	9562	624949
1507	9568	624936
1508	9574	624931
1509	9580	624921
1510	9587	624924
1511	9593	624919
1512	9599	624896
1513	9606	624882
1514	9612	624878
1515	9618	624875
1516	9625	624857
1517	9631	624831
1518	9637	624807
1519	9643	624800
1520	9650	624804
1521	9656	624788
1522	9662	624775
1523	9668	624757
1524	9675	624751
1525	9681	624734
1526	9687	624723
1527	9693	624709
1528	9699	624699
1529	9706	624680
1530	9712	624663
1531	9720	624779
1532	9726	624769
1533	9733	624769
1534	9739	624750
1535	9745	624749
1536	9752	624743
1537	9758	624734
1538	9764	624717
1539	9772	624791
1540	9778	624775
1541	9784	624760
1542	9790	624747
1543	9797	624742
1544	9803	624735
1545	9809	624720
1546	9815	624690
1547	9821	624671
1548	9828	624653
1549	9834	624648
1550	9840	624647
1551	9847	624649
1552	9853	624633
1553	9859	624612
1554	9865	624592
1555	9872	624575
1556	9878	624558
1557	9884	624546
1558	9890	624521
1559	9896	624506
1560	9903	624498
1561	9909	624479
1562	9915	624470
1563	9921	624454
1564	9927	624435
1565	9933	624415
1566	9940	624398
1567	9946	624387
1568	9952	624378
1569	9958	624366
1570	9965	624365
1571	9971	624345
1572	9977	624335
1573	9984	624336
1574	9990	624327
1575	9996	624312
1576	10003	624303
1577	10009	624278
1578	10015	624263
1579	10021	624240
1580	10027	624221
1581	10033	624206
1582	10039	624190
1583	10046	624177
1584	10052	624174
1585	10058	624152
1586	10064	624135
1587	10071	624133
1588	10077	624122
1589	10083	624098
1590	10089	624087
1591	10095	624074
1592	10102	624063
1593	10108	624048
1594	10114	624040
1595	10120	624025
1596	10127	624003
1597	10133	623985
1598	10139	623966
1599	10145	623958
1600	10152	623964
1601	10158	623945
1602	10164	623922
1603	10170	623908
1604	10176	623900
1605	10183	623885
1606	10189	623863
1607	10195	623857
1608	10201	623848
1609	10208	623831
1610	10214	623823
1611	10220	623803
1612	10226	623782
1613	10232	623773
