iter	CrossEntropy
119	0.6680036443
120	0.6678119333
121	0.6676202506
122	0.6674760604
123	0.6672921465
124	0.6671446506
125	0.6669966482
126	0.6668023154
127	0.6666143272
128	0.6664248158
129	0.6662102345
130	0.6660119379
131	0.6658624904
132	0.6656634363
133	0.6654664288
134	0.6652592816
135	0.66506127
136	0.6648800532
137	0.664697479
138	0.664513268
139	0.664316237
140	0.6641349917
141	0.6639526344
142	0.6637537332
143	0.6635558074
144	0.6633683722
145	0.6631896255
146	0.6630087102
147	0.6628638442
148	0.662708519
149	0.6625018356
150	0.6623058828
151	0.6621192675
152	0.6619134013
153	0.6617709988
154	0.6616248966
155	0.6614660055
156	0.6612909835
157	0.6610983919
158	0.6609030419
159	0.6607673474
160	0.6605893121
161	0.6603851292
162	0.6602069547
163	0.660025479
164	0.6598679125
165	0.6596729951
166	0.6595005542
167	0.6592999951
168	0.6591476811
169	0.6589858974
170	0.6588477336
171	0.6586657219
172	0.6584687656
173	0.6583124154
174	0.6581530913
175	0.6579960575
176	0.6578155348
177	0.657647161
178	0.6574660722
179	0.6573024949
180	0.6571379172
181	0.6569403855
182	0.6567540352
183	0.6565754057
184	0.6564075823
185	0.6562329247
186	0.6560737184
187	0.6558942063
188	0.655736547
189	0.6555806059
190	0.6554196689
191	0.6552499579
192	0.6550952948
193	0.6549372619
194	0.6547862594
195	0.6546260582
196	0.6544513362
197	0.6542675011
198	0.6540863308
199	0.653912802
200	0.6537385886
201	0.653539199
202	0.6533871602
203	0.6532428776
204	0.6530895555
205	0.6529293572
206	0.6527754399
207	0.6526387603
208	0.6524622088
209	0.6522900323
210	0.6521240342
211	0.6519531817
212	0.6517980396
213	0.6516227676
214	0.6514501467
215	0.6512963112
216	0.6511217873
217	0.6509759319
218	0.6507969721
219	0.650622959
220	0.6504728403
221	0.6503116789
222	0.6501768037
223	0.6500354962
224	0.6498843723
225	0.649698598
226	0.6495350471
227	0.6493721143
228	0.6492449945
229	0.6490643737
230	0.6489015156
231	0.6487612443
232	0.6485820689
233	0.6484332922
234	0.6483067337
235	0.6481487095
236	0.6480138477
237	0.6478592187
238	0.6477074704
239	0.6475368796
240	0.6473892005
241	0.6472132896
242	0.6470427175
243	0.6469074192
244	0.6467595499
245	0.6466076996
246	0.6464514903
247	0.6462996213
248	0.646154339
249	0.6460046459
250	0.6458526258
251	0.6457143591
252	0.6455763414
253	0.645433499
254	0.6452752947
255	0.6451318616
256	0.64496414
257	0.6448116805
258	0.6446609937
259	0.6445601936
260	0.6444260542
261	0.6442559911
262	0.6440940562
263	0.6439524886
264	0.6437809703
265	0.6436332308
266	0.6434783494
267	0.6433245861
268	0.6431747286
269	0.6429856994
270	0.6428187181
271	0.6426747794
272	0.6425225329
273	0.6423950087
274	0.6422424961
275	0.6421165352
276	0.6419816568
277	0.6418122163
278	0.6416870579
279	0.6415274209
280	0.6413849143
281	0.6412305922
282	0.6410939492
283	0.6409450719
284	0.6407925627
285	0.6406611029
286	0.6405152208
287	0.640374521
288	0.6402106825
289	0.6400606017
290	0.6399204796
291	0.6397614211
292	0.6396354793
293	0.6394987948
294	0.6393640537
295	0.6392097196
296	0.6390497788
297	0.6389083494
298	0.6387614092
299	0.6386281277
300	0.638478184
301	0.6383497737
302	0.6382132331
303	0.6380687727
304	0.6379312371
305	0.6377837836
306	0.6376313983
307	0.6375233142
308	0.6373817307
309	0.6372423927
310	0.637135188
311	0.6369974369
312	0.6368824274
313	0.6367318527
314	0.6366084837
315	0.6364786325
316	0.636339112
317	0.6362129504
318	0.6360784152
319	0.6359631925
320	0.6358144325
321	0.635662949
322	0.6355203788
323	0.6353868241
324	0.6352404299
325	0.6351147106
326	0.6349789744
327	0.6348577109
328	0.6347117964
329	0.6345572334
330	0.6344541348
331	0.6343405121
332	0.6342318536
333	0.634084158
334	0.6339636874
335	0.6338388131
336	0.6337044427
337	0.6335650048
338	0.6334330605
339	0.6332973483
340	0.6331667136
341	0.6330195518
342	0.6328940782
343	0.6327424297
344	0.6326041181
345	0.6324860177
346	0.6323565036
347	0.6322337913
348	0.6321249415
349	0.6319979764
350	0.6318671803
351	0.631719881
352	0.6315774452
353	0.6314587163
354	0.6313449371
355	0.631226895
356	0.6310969491
357	0.6309659056
358	0.6308115669
359	0.6306810325
360	0.630544119
361	0.6304088446
362	0.6302780046
363	0.6301292229
364	0.6300089718
365	0.6299180166
366	0.6298121481
367	0.6296909649
368	0.6295557036
369	0.6294293436
370	0.6292989839
371	0.6291700596
372	0.629039663
373	0.6289107884
374	0.6288123785
375	0.6286812374
376	0.6285636658
377	0.6284327598
378	0.6283122284
379	0.628164088
380	0.6280414225
381	0.6279219132
382	0.6277869529
383	0.6276781405
384	0.6275816835
385	0.6274570273
386	0.6273348128
387	0.6272087842
388	0.6270723253
389	0.6269448172
390	0.6268442181
391	0.6267555766
392	0.6266503283
393	0.626542849
394	0.6264237711
395	0.6262966125
396	0.6261829062
397	0.6260892202
398	0.6259495359
399	0.6258542008
400	0.625732197
401	0.6255941126
402	0.6254360804
403	0.6253174265
404	0.6251912986
405	0.6250692177
406	0.624949229
407	0.6248239811
408	0.6247090094
409	0.6246179315
410	0.6244903519
411	0.6243541771
412	0.6242454569
413	0.6241443772
414	0.62403007
415	0.6239144098
416	0.6237831116
417	0.6236489632
418	0.6235300036
419	0.6233948112
420	0.6232838422
421	0.6231794677
422	0.6230545402
423	0.6229394872
424	0.6228518176
425	0.6227650166
426	0.6226459062
427	0.622510306
428	0.6224143465
429	0.6223046092
430	0.6221860168
431	0.6220788671
432	0.6219802322
433	0.6218762172
434	0.6217627436
435	0.6216347562
436	0.621520305
437	0.6214227333
438	0.6213152075
439	0.621210488
440	0.6211197219
441	0.6210113433
442	0.6208922393
443	0.6207767779
444	0.6206601727
445	0.6205423434
446	0.6204239679
447	0.6203017675
448	0.620181344
449	0.6200777256
450	0.6199824483
451	0.6198743273
452	0.6197529126
453	0.619617486
454	0.6195170664
455	0.6194044515
456	0.6193017575
457	0.6191717615
458	0.6190522173
459	0.6189426916
460	0.6188272211
461	0.6187235995
462	0.6186123707
463	0.618497979
464	0.6183830603
465	0.6182679229
466	0.6181607312
467	0.6180477914
468	0.6179335265
469	0.6178290725
470	0.617719332
471	0.6176126142
472	0.6175046079
473	0.6173917103
474	0.6172783616
475	0.6171683382
476	0.6170906869
477	0.6169754283
478	0.6168646432
479	0.616763917
480	0.6166577704
481	0.6165496314
482	0.6164608134
483	0.6163613122
484	0.6162395457
485	0.6161252877
486	0.6160364891
487	0.6159389527
488	0.6158465543
489	0.6157324277
490	0.615627164
491	0.6155183501
492	0.6154117618
493	0.6153038527
494	0.6152072423
495	0.6150991018
496	0.6150140994
497	0.6149100849
498	0.6147952706
499	0.6146878417
500	0.6145788084
501	0.6144942861
502	0.614402445
503	0.614303992
504	0.6142035017
505	0.6140923982
506	0.613977074
507	0.6138701715
508	0.6137711538
509	0.6136852018
510	0.613595663
511	0.6134954852
512	0.6133894909
513	0.6132993929
514	0.6132140782
515	0.6131334867
516	0.6130314177
517	0.6129228685
518	0.6128179575
519	0.6127122916
520	0.6126033351
521	0.6124960635
522	0.6123877881
523	0.6122957292
524	0.61219435
525	0.6121078159
526	0.6120214123
527	0.6119273763
528	0.6117956841
529	0.6116991385
530	0.6116070046
531	0.6115241504
532	0.6114404331
533	0.611352186
534	0.6112667124
535	0.6111516585
536	0.6110646856
537	0.6109667213
538	0.6108771549
539	0.6107935903
540	0.6106940522
541	0.6105957749
542	0.6104806777
543	0.6103851149
544	0.6102813613
545	0.6101931796
546	0.6100986774
547	0.6099967217
548	0.6099027858
549	0.6098172242
550	0.6097263987
551	0.6096265557
552	0.6095000171
553	0.6094136217
554	0.6093167516
555	0.6092167726
556	0.6091289461
557	0.6090231
558	0.6089130896
559	0.6088057158
560	0.6087013883
561	0.6086310431
562	0.6085369203
563	0.6084336876
564	0.6083481589
565	0.6082497237
566	0.6081786901
567	0.6080981831
568	0.6080020386
569	0.6079066885
570	0.6078184682
571	0.6077106887
572	0.6076015807
573	0.6075053579
574	0.6074261773
575	0.607340282
576	0.6072613503
577	0.6071573768
578	0.6070712427
579	0.6069729542
580	0.6068728093
581	0.6067911943
582	0.6067012191
583	0.606621787
584	0.6065329017
585	0.6064413543
586	0.6063594942
587	0.6062613038
588	0.606165063
589	0.6060545534
590	0.605957162
591	0.6058714939
592	0.6057818604
593	0.6056816232
594	0.6055877936
595	0.6055029923
596	0.6054113994
597	0.6052978491
598	0.6052269633
599	0.6051497931
600	0.6050459019
601	0.6049468591
602	0.6048658422
603	0.6047846617
604	0.6046821203
605	0.6045931755
606	0.6045104944
607	0.6044231029
608	0.6043367796
609	0.604257035
610	0.6041506516
611	0.6040572214
612	0.603976445
613	0.6038825954
614	0.6038083093
615	0.6037209433
616	0.6036402794
617	0.6035540057
618	0.6034586402
619	0.6033745703
620	0.6032824031
621	0.6032024796
622	0.6031182134
623	0.6030415347
624	0.602955982
625	0.6028609129
626	0.6027812766
627	0.6026716012
628	0.6025845961
629	0.6024955936
630	0.6024059383
631	0.6023331861
632	0.6022471335
633	0.6021565588
634	0.6020791906
635	0.6019982177
636	0.6019220038
637	0.6018201905
638	0.6017539752
639	0.6016737023
640	0.6015908811
641	0.6015183582
642	0.6014424921
643	0.6013954421
644	0.6012961783
645	0.6012014023
646	0.6011037344
647	0.6010145308
648	0.6009555087
649	0.6008828962
650	0.6007892883
651	0.6007150722
652	0.6006437279
653	0.6005691533
654	0.6004791151
655	0.6004089604
656	0.6003367055
657	0.6002370504
658	0.6001635403
659	0.6000726435
660	0.5999836985
661	0.5998908932
662	0.5998038788
663	0.5997322322
664	0.5996451617
665	0.5995841672
666	0.5994736713
667	0.5993874082
668	0.5992876372
669	0.5991928014
670	0.5991218607
671	0.5990503957
672	0.5989639693
673	0.5988881122
674	0.5987982434
675	0.598727131
676	0.5986452457
677	0.5985710577
678	0.5984925782
679	0.5984081857
680	0.5983392267
681	0.5982555703
682	0.5981862843
683	0.5981162091
684	0.5980409769
685	0.5979577907
686	0.5978698753
687	0.5977942266
688	0.5977034507
689	0.5976333661
690	0.5975448307
691	0.597452423
692	0.5973645283
693	0.5972947534
694	0.5972262449
695	0.5971533322
696	0.5970852009
697	0.5970112747
698	0.5969309384
699	0.5968517703
700	0.5967591565
701	0.5966693551
702	0.5965979462
703	0.5965158798
704	0.5964498771
705	0.5963711493
706	0.596300208
707	0.5962290225
708	0.596140793
709	0.5960531449
710	0.5959701721
711	0.5959089801
712	0.5958276853
713	0.5957452775
714	0.5956763885
715	0.5955872787
716	0.5955077607
717	0.5954321255
718	0.5953539881
719	0.5952713584
720	0.5952017651
721	0.5951301949
722	0.5950560727
723	0.5949707661
724	0.5948905188
725	0.5947985909
726	0.594727638
727	0.5946427223
728	0.5945702959
729	0.5944850725
730	0.5944156446
731	0.5943381531
732	0.5942771867
733	0.5941977852
734	0.5941307165
735	0.5940611569
736	0.5939834332
737	0.5939046231
738	0.5938530248
739	0.5937552259
740	0.5936604165
741	0.593584403
742	0.5935145336
743	0.5934322843
744	0.5933605245
745	0.593283163
746	0.5932115203
747	0.5931386163
748	0.5930717478
749	0.5929997638
750	0.5929268031
751	0.5928653866
752	0.5927984338
753	0.5927141676
754	0.5926337633
755	0.5925559086
756	0.5924572261
757	0.5923858609
758	0.592309244
759	0.5922370424
760	0.5921625794
761	0.5921004279
762	0.5920439242
763	0.5919662726
764	0.591904798
765	0.5918277645
766	0.5917562308
767	0.5916919146
768	0.5916261555
769	0.5915496686
770	0.5914730066
771	0.5913920921
772	0.5913122707
773	0.5912631056
774	0.5911971551
775	0.5911104536
776	0.5910388018
777	0.5909662807
778	0.590899063
779	0.5908255968
780	0.5907634357
781	0.5906894963
782	0.590618141
783	0.5905479054
784	0.5904632936
785	0.5903806435
786	0.5902995595
787	0.5902195312
788	0.5901357171
789	0.5900748562
790	0.5899903102
791	0.5899155875
792	0.5898511328
793	0.5897828201
794	0.5896948338
795	0.5896319228
796	0.5895741394
797	0.5895163999
798	0.5894473936
799	0.5893889529
800	0.5893181869
801	0.5892480374
802	0.5891890197
803	0.5891073745
804	0.5890442544
805	0.5889786007
806	0.5889147771
807	0.588849621
808	0.5887854977
809	0.5887300852
810	0.5886442852
811	0.5885782315
812	0.5884972924
813	0.5884274265
814	0.5883473895
815	0.588270982
816	0.5882087335
817	0.588124253
818	0.5880556322
819	0.5879948082
820	0.5879211917
821	0.5878418232
822	0.5878064868
823	0.587733161
824	0.5876803749
825	0.5876034941
826	0.5875364586
827	0.5874579808
828	0.5874072448
829	0.5873233495
830	0.5872562198
831	0.5871949492
832	0.5871220704
833	0.5870580417
834	0.5869911208
835	0.5869366368
836	0.5868674678
837	0.586779574
838	0.5866975488
839	0.5866156335
840	0.586529807
841	0.5864756722
842	0.586423962
843	0.5863506739
844	0.5862775131
845	0.5862059047
846	0.5861482352
847	0.5860808727
848	0.5860213909
849	0.5859590801
850	0.5858932063
851	0.5858256124
852	0.585767538
853	0.5857039622
854	0.585622161
855	0.5855577791
856	0.5854953519
857	0.5854348254
858	0.5853499997
859	0.5852793135
860	0.5852223257
861	0.5851615396
862	0.5851063582
863	0.5850361449
864	0.5849689002
865	0.584900411
866	0.5848443712
867	0.5847848691
868	0.5847220531
869	0.5846596631
870	0.5846042305
871	0.5845386027
872	0.5844692099
873	0.5844165224
874	0.5843567253
875	0.5842842916
876	0.5842080213
877	0.5841299278
878	0.5840697268
879	0.5840052871
880	0.5839448254
881	0.5838842608
882	0.5838135438
883	0.5837501772
884	0.5836851889
885	0.5836327719
886	0.5835814115
887	0.5835280862
888	0.5834548889
889	0.5833983088
890	0.5833261387
891	0.5832646172
892	0.5832028829
893	0.5831349715
894	0.5830849883
895	0.5830126037
896	0.5829452891
897	0.5828963231
898	0.5828298761
899	0.5827706456
900	0.5826987856
901	0.5826486744
902	0.5825863514
903	0.5825335393
904	0.582459627
905	0.5824048614
906	0.5823527747
907	0.5822862537
908	0.5822248308
909	0.5821544723
910	0.5820874497
911	0.5820188481
912	0.5819816835
913	0.5819368249
914	0.5818832303
915	0.581812838
916	0.581744817
917	0.5816793696
918	0.581615101
919	0.5815418499
920	0.5814770056
921	0.5814325767
922	0.5813581291
923	0.5812944561
924	0.5812360653
925	0.5811771448
926	0.5811349298
927	0.5810771983
928	0.5810139797
929	0.5809720112
930	0.5809006302
931	0.5808241283
932	0.5807484788
933	0.5806709615
934	0.580596326
935	0.5805236523
936	0.5804742192
937	0.5804196968
938	0.5803648118
939	0.580306632
940	0.5802365533
941	0.5801748335
942	0.5801127457
943	0.5800574025
944	0.5799960404
945	0.579927506
946	0.5798794598
947	0.5798049062
948	0.5797413845
949	0.5796930989
950	0.5796078799
951	0.5795566342
952	0.5794870558
953	0.5794209517
954	0.5793577527
955	0.5793103923
956	0.5792488393
957	0.5791819319
958	0.5791126314
959	0.579049137
960	0.5789896333
961	0.5789308373
962	0.5788791629
963	0.5788168468
964	0.5787632974
965	0.5786996945
966	0.578653965
967	0.5785906345
968	0.5785406923
969	0.5784757961
970	0.5784121767
971	0.5783564098
972	0.5782985334
973	0.5782341395
974	0.5781741603
975	0.5781090049
976	0.5780434035
977	0.5779853227
978	0.5779312507
979	0.5778754431
980	0.5778073951
981	0.5777457279
982	0.5776850085
983	0.5776342262
984	0.577560548
985	0.5774986229
986	0.5774363922
987	0.5773908159
988	0.5773285373
989	0.5772610057
990	0.5771949896
991	0.5771173528
992	0.5770547952
993	0.5769892246
994	0.5769389626
995	0.5768876587
996	0.5768106552
997	0.5767568686
998	0.5767043313
999	0.5766472309
1000	0.5765969284
1001	0.5765359195
1002	0.5764799754
1003	0.5764270199
1004	0.5763821832
1005	0.5763314335
1006	0.5762722718
1007	0.576216275
1008	0.5761714841
1009	0.5761218643
1010	0.576052059
1011	0.5759883858
1012	0.5759388217
1013	0.5758676432
1014	0.575783915
1015	0.5757423764
1016	0.5756846631
1017	0.575629549
1018	0.5755657996
1019	0.5755064037
1020	0.5754484763
1021	0.5753835095
1022	0.5753296493
1023	0.5752550373
1024	0.5752003948
1025	0.575153777
1026	0.5750978193
1027	0.5750493473
1028	0.5749870251
1029	0.5749420093
1030	0.574891358
1031	0.5748384221
1032	0.5747923519
1033	0.5747442647
1034	0.5747039696
1035	0.5746520469
1036	0.5745886879
1037	0.5745312869
1038	0.5744731375
1039	0.5744206479
1040	0.5743793413
1041	0.5743450943
1042	0.5742803197
1043	0.5742343493
1044	0.5741750483
1045	0.5741110171
1046	0.574055373
1047	0.5740055241
1048	0.5739583145
1049	0.5739000048
1050	0.5738410831
1051	0.5737920528
1052	0.5737386794
1053	0.573682445
1054	0.5736446556
1055	0.5736062598
1056	0.5735562495
1057	0.5734938805
1058	0.5734322353
1059	0.5733863788
1060	0.573330334
1061	0.5732763106
1062	0.5732142252
1063	0.5731611947
1064	0.5731004802
1065	0.5730568637
1066	0.5730132747
1067	0.5729517806
1068	0.572897488
1069	0.5728370329
1070	0.5727837305
1071	0.5727278686
1072	0.5726745264
1073	0.5726093716
1074	0.5725616169
1075	0.5725078027
1076	0.5724680131
1077	0.5723985269
1078	0.5723413195
1079	0.5722967169
1080	0.572237193
1081	0.5721794577
1082	0.5721106446
1083	0.5720534395
1084	0.5720051243
1085	0.5719445904
1086	0.5719014211
1087	0.5718413679
1088	0.5717844437
1089	0.5717323099
1090	0.5716796731
1091	0.5716390909
1092	0.5715860223
1093	0.5715350553
1094	0.571480429
1095	0.5714340293
1096	0.5713790587
1097	0.571313548
1098	0.5712542164
1099	0.5711949
1100	0.5711408933
1101	0.5710888859
1102	0.5710239595
1103	0.5709617306
1104	0.5709054313
1105	0.5708482493
1106	0.5707941701
1107	0.570744454
1108	0.5706771954
1109	0.5706391365
1110	0.5705867956
1111	0.5705290702
1112	0.5704677292
1113	0.5704165793
1114	0.5703606814
1115	0.5703072072
1116	0.5702596792
1117	0.5702035017
1118	0.5701478447
1119	0.570105418
1120	0.5700557692
1121	0.5700058759
1122	0.5699524884
1123	0.5698963812
1124	0.5698474762
1125	0.5697794215
1126	0.5697157854
1127	0.5696579818
1128	0.5696049054
1129	0.5695572624
1130	0.5694964714
1131	0.5694441366
1132	0.5693925518
1133	0.5693273421
1134	0.5692688664
1135	0.5692053523
1136	0.5691550484
1137	0.5691018077
1138	0.5690492518
1139	0.568985896
1140	0.5689415885
1141	0.5688797738
1142	0.5688293489
1143	0.5687841317
1144	0.5687302953
1145	0.568678427
1146	0.568636172
1147	0.5685790377
1148	0.5685309177
1149	0.5684833723
1150	0.5684402305
1151	0.5683893893
1152	0.5683413858
1153	0.5682984098
1154	0.5682561286
1155	0.5682022812
1156	0.568146934
1157	0.5680888118
1158	0.5680436729
1159	0.5679925743
1160	0.5679482733
1161	0.567897573
1162	0.5678417874
1163	0.5677801511
1164	0.5677329644
1165	0.5676713563
1166	0.5676133904
1167	0.5675644259
1168	0.5675238497
1169	0.5674778144
1170	0.5674067426
1171	0.5673499796
1172	0.5673070401
1173	0.5672562793
1174	0.56720071
1175	0.5671570129
1176	0.5671030479
1177	0.5670549195
1178	0.5670118729
1179	0.5669569637
1180	0.5669031924
1181	0.5668582277
1182	0.5668172818
1183	0.566764285
1184	0.566708924
1185	0.5666669132
1186	0.566608172
1187	0.5665498669
1188	0.5664912665
1189	0.5664323276
1190	0.566384153
1191	0.5663366956
1192	0.5662945615
1193	0.5662526063
1194	0.5662050131
1195	0.5661525067
1196	0.5660971593
1197	0.5660486668
1198	0.5659988976
1199	0.5659553348
1200	0.5659103794
1201	0.5658576233
1202	0.5658044879
1203	0.5657626268
1204	0.5657226062
1205	0.5656599991
1206	0.5656199431
1207	0.5655601494
1208	0.5655032161
1209	0.565455298
1210	0.5654034197
1211	0.5653517501
1212	0.5653037911
1213	0.5652419845
1214	0.5651940003
1215	0.5651390553
1216	0.5650690491
1217	0.5650196286
1218	0.5649809722
1219	0.5649298453
1220	0.5648800563
1221	0.5648459233
1222	0.5648094666
1223	0.56476494
1224	0.5647149031
1225	0.5646559445
1226	0.564602642
1227	0.5645526385
1228	0.5645048452
1229	0.5644519661
1230	0.5644117325
1231	0.5643535324
1232	0.5642938782
1233	0.5642491638
1234	0.5642070274
1235	0.5641541294
1236	0.5641040526
1237	0.5640586922
1238	0.5640061938
1239	0.5639583683
1240	0.5639141317
1241	0.5638483933
1242	0.5638165559
1243	0.5637703858
1244	0.5637229344
1245	0.5636698041
1246	0.5636254233
1247	0.5635769171
1248	0.5635328952
1249	0.5634830336
1250	0.5634411534
1251	0.5633856234
1252	0.5633358109
1253	0.5632790078
1254	0.5632298627
1255	0.5631775001
1256	0.5631279585
1257	0.5630868514
1258	0.5630406008
1259	0.5629972879
1260	0.5629528607
1261	0.5629032586
1262	0.5628376621
1263	0.5627978781
1264	0.5627554549
1265	0.56270824
1266	0.5626669926
1267	0.562616689
1268	0.5625684839
1269	0.5625223473
1270	0.5624763435
1271	0.5624357576
1272	0.5623852184
1273	0.5623291354
1274	0.5622926771
1275	0.5622433655
1276	0.562192638
1277	0.5621566366
1278	0.5621031953
1279	0.5620565908
1280	0.5620182837
1281	0.5619696312
1282	0.5619211182
1283	0.561882716
1284	0.561835333
1285	0.5617944198
1286	0.5617567597
1287	0.5617138757
1288	0.5616796212
1289	0.5616472622
1290	0.5616109286
1291	0.5615673628
1292	0.561514609
1293	0.5614608817
1294	0.5614263635
1295	0.5613662607
1296	0.5613199184
1297	0.5612818735
1298	0.5612408673
1299	0.5611842538
1300	0.5611412893
1301	0.5610981006
1302	0.5610601571
1303	0.5610294904
1304	0.5609888087
1305	0.560945264
1306	0.5608961998
1307	0.5608503353
1308	0.5607988329
1309	0.5607551
1310	0.5607099036
1311	0.5606764203
1312	0.5606361435
1313	0.5605956194
1314	0.5605550039
1315	0.5605125464
1316	0.5604638421
1317	0.5604273403
1318	0.5603763115
1319	0.560337003
1320	0.5602850679
1321	0.5602351437
1322	0.5601880159
1323	0.5601376579
1324	0.5600917781
1325	0.5600467277
1326	0.5599957882
1327	0.5599555763
1328	0.5599138434
1329	0.5598674881
1330	0.559821906
1331	0.5597839
1332	0.5597460623
1333	0.5596944449
1334	0.559661013
1335	0.5596150465
1336	0.5595796645
1337	0.5595323806
1338	0.5594809072
1339	0.5594404685
1340	0.5593901515
1341	0.5593454794
1342	0.5592939678
1343	0.5592405496
1344	0.5592030627
1345	0.5591631085
1346	0.5591141626
1347	0.5590637772
1348	0.559022462
1349	0.5589856357
1350	0.5589489989
1351	0.5589005247
1352	0.5588519735
1353	0.5588075359
1354	0.5587615172
1355	0.5587162007
1356	0.5586609187
1357	0.5586160802
1358	0.5585822225
1359	0.5585267021
1360	0.55848671
1361	0.5584455752
1362	0.5584026001
1363	0.5583604183
1364	0.558313232
1365	0.5582612741
1366	0.5582119048
1367	0.5581734145
1368	0.5581394261
1369	0.5580931706
1370	0.5580458576
1371	0.558012769
1372	0.5579696874
1373	0.5579175614
1374	0.5578654767
1375	0.5578159868
1376	0.5577732817
1377	0.5577286922
1378	0.5576836935
1379	0.5576531744
1380	0.5575995003
1381	0.5575566289
1382	0.5575124572
1383	0.5574682415
1384	0.5574302666
1385	0.5573895247
1386	0.5573433686
1387	0.5572972023
1388	0.5572682869
1389	0.5572333782
1390	0.5571872761
1391	0.5571326885
1392	0.5570898629
1393	0.5570427783
1394	0.556993504
1395	0.5569527392
1396	0.5569126847
1397	0.5568699298
1398	0.5568143036
1399	0.556778292
1400	0.5567333322
1401	0.5566857077
1402	0.5566328836
1403	0.5565920693
1404	0.556539359
1405	0.5565047082
1406	0.5564653371
1407	0.5564179476
1408	0.5563774712
1409	0.5563333307
1410	0.5562954698
1411	0.5562483774
1412	0.5562161922
1413	0.5561718061
1414	0.556141553
1415	0.5561099846
1416	0.5560562006
1417	0.5560212984
1418	0.5559837348
1419	0.555940743
1420	0.5559107974
1421	0.5558637401
1422	0.5558157465
1423	0.5557792336
1424	0.5557351199
1425	0.5556867041
1426	0.5556402719
1427	0.5555902374
1428	0.5555492668
1429	0.5555020248
1430	0.5554573375
1431	0.5554143229
1432	0.5553815123
1433	0.5553478563
1434	0.5553004602
1435	0.555261646
1436	0.5552309131
1437	0.5551939147
1438	0.555154849
1439	0.5551002735
1440	0.5550614758
1441	0.5550315526
1442	0.5549922127
1443	0.5549655265
1444	0.5549309438
1445	0.5548881198
1446	0.5548436154
1447	0.5548109358
1448	0.5547591706
1449	0.5547246607
1450	0.554692332
1451	0.5546428083
1452	0.5545815809
1453	0.5545468177
1454	0.5544953062
1455	0.5544529959
1456	0.5544163961
1457	0.5543631918
1458	0.5543217327
1459	0.5542846553
1460	0.5542382831
1461	0.5541972355
1462	0.5541597157
1463	0.5541192022
1464	0.5540789358
1465	0.5540317056
1466	0.553988784
1467	0.553961157
1468	0.5539209486
1469	0.5538782183
1470	0.5538413149
1471	0.5537915155
1472	0.5537585235
1473	0.5537167275
1474	0.5536831841
1475	0.5536498315
1476	0.5536085651
1477	0.5535669878
1478	0.5535196811
1479	0.5534793789
1480	0.5534458826
1481	0.5534045609
1482	0.5533760356
1483	0.5533426249
1484	0.553308742
1485	0.5532598123
1486	0.5532096967
1487	0.5531716572
1488	0.5531281882
1489	0.5530917354
1490	0.5530556816
1491	0.5530210159
1492	0.5529791481
1493	0.5529318519
1494	0.5528834954
1495	0.5528365771
1496	0.5527805789
1497	0.5527326877
1498	0.5526902436
1499	0.5526503829
1500	0.5526106519
1501	0.5525801851
1502	0.5525452176
1503	0.5524993439
1504	0.5524619148
1505	0.5524219142
1506	0.5523952789
1507	0.5523486246
1508	0.5523060789
1509	0.5522743693
1510	0.552231424
1511	0.5521955287
