iter	CrossEntropy
911	0.6201338041
912	0.6200770385
913	0.6200290345
914	0.6199938248
915	0.619932847
916	0.6198840779
917	0.6198443649
918	0.6198058064
919	0.6197562292
920	0.6196976105
921	0.6196514925
922	0.6195859052
923	0.6195411953
924	0.6194921946
925	0.6194303763
926	0.6193848817
927	0.6193427986
928	0.6192929524
929	0.619242006
930	0.6191882653
931	0.6191264849
932	0.619079844
933	0.6190260228
934	0.6189746378
935	0.6189225888
936	0.6188816077
937	0.6188135695
938	0.6187536692
939	0.6187169111
940	0.6186636845
941	0.6186040761
942	0.6185620761
943	0.6185193828
944	0.6184682284
945	0.61840229
946	0.6183531794
947	0.6183070493
948	0.6182649608
949	0.6182058179
950	0.6181628222
951	0.6181078517
952	0.6180635429
953	0.6180158604
954	0.6179551784
955	0.6179107236
956	0.6178542132
957	0.617783672
958	0.6177528651
959	0.6176886209
960	0.6176359983
961	0.617597652
962	0.6175658537
963	0.6175068909
964	0.6174544427
965	0.6173911344
966	0.6173300012
967	0.617270271
968	0.6172170264
969	0.617175044
970	0.6171159687
971	0.6170522332
972	0.6170033008
973	0.616961519
974	0.6169064457
975	0.6168296982
976	0.6167838689
977	0.6167273021
978	0.616682304
979	0.6166303391
980	0.6165844861
981	0.6165058663
982	0.6164507247
983	0.6163993917
984	0.6163453397
985	0.6163036574
986	0.616270183
987	0.6162092595
988	0.6161665816
989	0.6161101639
990	0.6160464787
991	0.6159936572
992	0.6159413132
993	0.6158856491
994	0.6158279306
995	0.6157781371
996	0.6157304071
997	0.6156626788
998	0.6156170867
999	0.6155798567
1000	0.6155239282
1001	0.6154497363
1002	0.6153980365
1003	0.6153595964
1004	0.6153209004
1005	0.6152829741
1006	0.615233763
1007	0.6151822647
1008	0.6151307364
1009	0.615093651
1010	0.6150408836
1011	0.6150023948
1012	0.6149296476
1013	0.6148835813
1014	0.6148411949
1015	0.6147991055
1016	0.6147386183
1017	0.6146943361
1018	0.6146309518
1019	0.6145988704
1020	0.6145657011
1021	0.6145158338
1022	0.6144598707
1023	0.6144176509
1024	0.6143716985
1025	0.6143322937
1026	0.6142879595
1027	0.6142676952
1028	0.6142247876
1029	0.6141757712
1030	0.6141215401
1031	0.6140767673
1032	0.6140224333
1033	0.6139720536
1034	0.6139117906
1035	0.6138636574
1036	0.6138112054
1037	0.613762622
1038	0.6137031232
1039	0.6136170045
1040	0.6135747719
1041	0.6135413236
1042	0.6135016474
1043	0.6134545464
1044	0.6133959783
1045	0.6133441431
1046	0.6132995777
1047	0.6132542785
1048	0.6132204981
1049	0.6131808966
1050	0.6131460812
1051	0.613102775
1052	0.6130546624
1053	0.6129980811
1054	0.6129375845
1055	0.6128858262
1056	0.6128273347
1057	0.6127867043
1058	0.6127430617
1059	0.612687987
1060	0.612630084
1061	0.6125771095
1062	0.612538279
1063	0.6125069995
1064	0.6124474082
1065	0.6124109953
1066	0.6123802618
1067	0.6123442478
1068	0.6123025707
1069	0.6122523904
1070	0.6122074022
1071	0.6121535639
1072	0.6121201048
1073	0.6120815699
1074	0.6120413037
1075	0.6119973345
1076	0.6119324065
1077	0.6118960566
1078	0.6118479665
1079	0.6118048593
1080	0.6117378917
1081	0.6116814333
1082	0.6116276279
1083	0.6115837028
1084	0.6115337587
1085	0.611474572
1086	0.6114165398
1087	0.6113779044
1088	0.6113548606
1089	0.6113156197
1090	0.6112739178
1091	0.6112211335
1092	0.6111864812
1093	0.6111240927
1094	0.611074895
1095	0.6110287431
1096	0.610984165
1097	0.6109350596
1098	0.6109130214
1099	0.6108821703
1100	0.6108256654
1101	0.6107592406
1102	0.6107172208
1103	0.6106790277
1104	0.6106344573
1105	0.6105932924
1106	0.6105476327
1107	0.6104933794
1108	0.6104559825
1109	0.6104199336
1110	0.6103931519
1111	0.6103501655
1112	0.6103169754
1113	0.6102528403
1114	0.6102100554
1115	0.6101707993
1116	0.6101267818
1117	0.6100862004
1118	0.6100315614
1119	0.6100018016
1120	0.6099363271
1121	0.6099013055
1122	0.6098523709
1123	0.6098136117
1124	0.6097600174
1125	0.6097266851
1126	0.6096910307
1127	0.6096500104
1128	0.6095939474
1129	0.6095647817
1130	0.6095144098
1131	0.6094585502
1132	0.6094070461
1133	0.6093563941
1134	0.6093212512
1135	0.6092655244
1136	0.6092225602
1137	0.6091891169
1138	0.6091588192
1139	0.609118532
1140	0.6090795608
1141	0.6090371684
1142	0.6089644949
1143	0.6089230647
1144	0.608882849
1145	0.6088314803
1146	0.6087921556
1147	0.6087435251
1148	0.6087126394
1149	0.60866193
1150	0.6086242189
1151	0.6085957494
1152	0.6085569506
1153	0.6085066578
1154	0.6084555911
1155	0.6084233175
1156	0.6083684803
1157	0.6083208797
1158	0.6082874394
1159	0.6082419091
1160	0.6082032991
1161	0.6081573964
1162	0.6081193473
1163	0.6080735308
1164	0.6080213282
1165	0.6079765523
1166	0.6079367397
1167	0.6078839127
1168	0.6078426186
1169	0.6078011718
1170	0.6077474108
1171	0.6076870601
1172	0.6076357794
1173	0.6075875916
1174	0.6075516276
1175	0.6075186947
1176	0.6074735134
1177	0.6074253699
1178	0.6073947473
1179	0.6073575921
1180	0.6073159413
1181	0.6072840335
1182	0.6072488759
1183	0.6072153157
1184	0.6071744156
1185	0.6071416457
1186	0.6070973131
1187	0.6070568002
1188	0.6070291805
1189	0.6069977623
1190	0.6069218482
1191	0.6068654838
1192	0.6068225879
1193	0.6067907831
1194	0.6067480693
1195	0.6067063986
1196	0.6066710262
1197	0.6066166787
1198	0.6065644373
1199	0.6065194809
1200	0.6064780247
1201	0.6064242915
1202	0.6063839457
1203	0.6063584195
1204	0.6063123414
1205	0.6062820001
1206	0.6062441443
1207	0.606209616
1208	0.6061406753
1209	0.6061047755
1210	0.6060641645
1211	0.6060218013
1212	0.6059960774
1213	0.6059571466
1214	0.6059201338
1215	0.6058552336
1216	0.6058042885
1217	0.6057591931
1218	0.6057157572
1219	0.6056746102
1220	0.6056262875
1221	0.6055698707
1222	0.6055219551
1223	0.6054862453
1224	0.6054444582
1225	0.6054077729
1226	0.6053534913
1227	0.6053123317
1228	0.6052621655
1229	0.6052144454
1230	0.605168326
1231	0.6051227049
1232	0.6050817232
1233	0.605040285
1234	0.6050060521
1235	0.6049552227
1236	0.6049158679
1237	0.604878088
1238	0.6048401806
1239	0.6048065241
1240	0.6047772592
1241	0.6047474963
1242	0.6047155358
1243	0.6046858299
1244	0.6046479445
1245	0.6046167263
1246	0.6045736923
1247	0.6045030246
1248	0.6044570809
1249	0.6044244575
1250	0.6043889662
1251	0.604351718
1252	0.6042835363
1253	0.6042368683
1254	0.6041686937
1255	0.6041132511
1256	0.6040769585
1257	0.6040301303
1258	0.6039871909
1259	0.6039538919
1260	0.6039231643
1261	0.6038765136
1262	0.6038164378
1263	0.6037794691
1264	0.6037111911
1265	0.6036612534
1266	0.6036162907
1267	0.6035761797
1268	0.603525514
1269	0.6034809028
1270	0.6034432829
1271	0.6033797051
1272	0.6033410295
1273	0.6032925973
1274	0.6032408692
1275	0.6032102628
1276	0.6031667859
1277	0.6031163759
1278	0.6030613037
1279	0.603035405
1280	0.6030159494
1281	0.602968756
1282	0.602927199
1283	0.6028774348
1284	0.6028283751
1285	0.6027933016
1286	0.6027595125
1287	0.6027138531
1288	0.6026862604
1289	0.6026576004
1290	0.6025948272
1291	0.6025314007
1292	0.6024843203
1293	0.6024399408
1294	0.6023847549
1295	0.6023446063
1296	0.6022898157
1297	0.6022418124
1298	0.6022155883
1299	0.602189436
1300	0.6021587731
1301	0.6021197967
1302	0.6020581054
1303	0.6020223331
1304	0.6019700548
1305	0.6019137958
1306	0.6018652957
1307	0.6018262508
1308	0.6017936164
1309	0.601769574
1310	0.6017213868
1311	0.6016798836
1312	0.6016364166
1313	0.6015857302
1314	0.6015286277
1315	0.601497147
1316	0.6014676439
1317	0.6014169437
1318	0.6013760807
1319	0.6013355707
1320	0.6012899998
1321	0.6012497913
1322	0.6012097149
1323	0.6011774795
1324	0.6011349037
1325	0.6010982519
1326	0.6010695092
1327	0.6010374859
1328	0.6009854196
1329	0.600950349
1330	0.6009056887
1331	0.6008603558
1332	0.6007961949
1333	0.600744579
1334	0.6007066457
1335	0.6006560668
1336	0.6006143332
1337	0.6005719198
1338	0.6005456891
1339	0.6004802121
1340	0.6004446759
1341	0.6003951459
1342	0.6003530305
1343	0.6003148101
1344	0.6002809232
1345	0.60024465
1346	0.6002017061
1347	0.6001545955
1348	0.6001075413
1349	0.6000666914
1350	0.6000234215
1351	0.599969168
1352	0.5999312676
1353	0.599884191
1354	0.5998600138
1355	0.5998173661
1356	0.5997894323
1357	0.5997497502
1358	0.5997029493
1359	0.5996587332
1360	0.5996081857
1361	0.5995471686
1362	0.5995018558
1363	0.5994535467
1364	0.5994062538
1365	0.5993730359
1366	0.599344664
1367	0.5993068491
1368	0.5992763938
1369	0.5992478993
1370	0.5992110734
1371	0.5991678332
1372	0.5991192333
1373	0.5990818854
1374	0.5990269246
1375	0.5989844482
1376	0.5989351385
1377	0.5989005586
1378	0.5988548327
1379	0.5988270159
1380	0.598784366
1381	0.5987316952
1382	0.5986986905
1383	0.5986729537
1384	0.5986442535
1385	0.5986138676
1386	0.598567997
1387	0.5985543254
1388	0.5985272532
1389	0.5984774189
1390	0.598432205
1391	0.5983910826
1392	0.5983532235
1393	0.5983215814
1394	0.5982921388
1395	0.5982589654
1396	0.5982224562
1397	0.5981875584
1398	0.5981629806
1399	0.5981266165
1400	0.5980762096
1401	0.598019862
1402	0.597990855
1403	0.5979597221
1404	0.597916794
1405	0.5978712755
1406	0.5978412584
1407	0.5977780364
1408	0.5977427119
1409	0.5977038325
1410	0.5976748252
1411	0.5976490095
1412	0.5976191007
1413	0.5975785712
1414	0.5975376727
1415	0.5974888407
1416	0.5974555787
1417	0.597398116
1418	0.5973506759
1419	0.5973161663
1420	0.5972709832
1421	0.597228068
1422	0.5972009093
1423	0.5971495196
1424	0.5971101329
1425	0.5970679174
1426	0.5970458284
1427	0.596990479
1428	0.596958832
1429	0.5969243749
1430	0.5968893704
1431	0.5968498275
1432	0.5968031934
1433	0.5967643514
1434	0.5967146501
1435	0.5966661838
1436	0.5966374574
1437	0.5966107311
1438	0.5965778111
1439	0.5965424924
1440	0.5965169091
1441	0.5964696444
1442	0.5964315913
1443	0.5963895126
1444	0.5963521869
1445	0.5963231782
1446	0.5962817671
1447	0.5962452156
1448	0.5962003353
1449	0.5961557972
1450	0.5961116093
1451	0.5960836687
1452	0.5960479745
1453	0.5960094071
1454	0.5959783394
1455	0.5959255275
1456	0.5958841774
1457	0.5958389642
1458	0.5958012341
1459	0.595759391
1460	0.5957282943
1461	0.5956879698
1462	0.5956528642
1463	0.5956196125
1464	0.5955927324
1465	0.595556842
1466	0.5955205229
1467	0.5954765536
1468	0.5954449257
1469	0.5954107141
1470	0.5953839957
1471	0.5953367067
1472	0.5953061495
1473	0.5952670638
1474	0.595232659
1475	0.5951985188
1476	0.5951733261
1477	0.5951153438
1478	0.595074943
1479	0.5950420142
1480	0.5950135326
1481	0.5949823165
1482	0.5949358828
1483	0.5948964613
1484	0.5948744776
1485	0.5948435955
1486	0.5948125096
1487	0.5947643531
1488	0.5947260162
1489	0.5946866996
1490	0.5946385484
1491	0.5945946872
1492	0.594556771
1493	0.5945196175
1494	0.5944715379
1495	0.5944483677
1496	0.5944177538
1497	0.5943477893
1498	0.5942722665
1499	0.5942397771
1500	0.5942139375
1501	0.5941745398
1502	0.5941409789
1503	0.5940823467
1504	0.5940489014
1505	0.5940192025
1506	0.5939851081
1507	0.5939471987
1508	0.5939157746
1509	0.5938873614
1510	0.5938349712
1511	0.5937961592
1512	0.593767337
