iter	MultiClass
4005	1.233954644
4006	1.233939244
4007	1.233918873
4008	1.233882452
4009	1.233869377
4010	1.233842778
4011	1.233823181
4012	1.233801377
4013	1.233779646
4014	1.233774327
4015	1.233754488
4016	1.233725463
4017	1.233710808
4018	1.233686853
4019	1.233648738
4020	1.233634748
4021	1.233621101
4022	1.233604899
4023	1.233594259
4024	1.233581377
4025	1.233568715
4026	1.233552723
4027	1.233537431
4028	1.233526138
4029	1.233506676
4030	1.233480149
4031	1.233459862
4032	1.233438112
4033	1.233420904
4034	1.233403476
4035	1.233371767
4036	1.233362321
4037	1.233332524
4038	1.233286218
4039	1.233263149
4040	1.233245073
4041	1.233233869
4042	1.233220867
4043	1.233206105
4044	1.2331768
4045	1.233159794
4046	1.233144861
4047	1.233128749
4048	1.233108225
4049	1.233100295
4050	1.233081813
4051	1.233064476
4052	1.233044122
4053	1.233021204
4054	1.2329965
4055	1.232983579
4056	1.232956203
4057	1.232940061
4058	1.232922944
4059	1.232911621
4060	1.232898358
4061	1.232887798
4062	1.232854945
4063	1.232843578
4064	1.232814233
4065	1.232798078
4066	1.232778197
4067	1.232751295
4068	1.23274381
4069	1.23272878
4070	1.232703278
4071	1.232675206
4072	1.232642368
4073	1.232632319
4074	1.232610022
4075	1.23259394
4076	1.232579694
4077	1.232565565
4078	1.232538103
4079	1.23252563
4080	1.232487249
4081	1.232453781
4082	1.232447537
4083	1.232412468
4084	1.232394608
4085	1.232379667
4086	1.23236091
4087	1.232336192
4088	1.232322326
4089	1.232301055
4090	1.232289184
4091	1.232268484
4092	1.232247455
4093	1.232220178
4094	1.232211285
4095	1.232163369
4096	1.232151119
4097	1.232137747
4098	1.232113346
4099	1.232075854
4100	1.232060333
4101	1.232046884
4102	1.23203294
4103	1.23201546
4104	1.231996824
4105	1.231983036
4106	1.231971101
4107	1.231962665
4108	1.231947917
4109	1.231936677
4110	1.231916738
4111	1.231875707
4112	1.231846129
4113	1.231828845
4114	1.231812481
4115	1.231796003
4116	1.231772494
4117	1.2317444
4118	1.231730097
4119	1.231712303
4120	1.231701823
4121	1.231685001
4122	1.231666695
4123	1.231657022
4124	1.231626587
4125	1.231614061
4126	1.231597378
4127	1.231586516
4128	1.231560166
4129	1.231535192
4130	1.231518853
4131	1.231496039
4132	1.231480017
4133	1.231461219
4134	1.231452277
4135	1.231444427
4136	1.231431228
4137	1.231420591
4138	1.231408031
4139	1.231382419
4140	1.231371032
4141	1.23135016
4142	1.231333433
4143	1.231294385
4144	1.231280874
4145	1.231253145
4146	1.231233807
4147	1.231201409
4148	1.231177715
4149	1.231149044
4150	1.231134163
4151	1.231115416
4152	1.231105508
4153	1.231090352
4154	1.231081916
4155	1.231060781
4156	1.231042527
4157	1.231025456
4158	1.231006069
4159	1.230963634
4160	1.23095559
4161	1.230952165
4162	1.230935342
4163	1.230912339
4164	1.230900151
4165	1.230873916
4166	1.230846465
4167	1.2308206
4168	1.230803568
4169	1.23078315
4170	1.230768971
4171	1.230753969
4172	1.230744687
4173	1.230733979
4174	1.230722106
4175	1.230703476
4176	1.230696577
4177	1.230673273
4178	1.230659266
4179	1.230646933
4180	1.230632489
4181	1.230609379
4182	1.230590461
4183	1.230576149
4184	1.230557657
4185	1.230540682
4186	1.230512521
4187	1.230499312
4188	1.230468203
4189	1.230456832
4190	1.230447021
4191	1.230413959
4192	1.230402185
4193	1.230390553
4194	1.230375539
4195	1.23035408
4196	1.230334356
4197	1.230317172
4198	1.23030643
4199	1.230292824
4200	1.230276193
4201	1.230259126
4202	1.230235567
4203	1.230216079
4204	1.230179023
4205	1.230167087
4206	1.23014827
4207	1.230132457
4208	1.230094976
4209	1.230070707
4210	1.2300433
4211	1.230019036
4212	1.229998245
4213	1.229987076
4214	1.229969755
4215	1.229954427
4216	1.229929657
4217	1.229914532
4218	1.229899544
4219	1.229883697
4220	1.22986175
4221	1.229842752
4222	1.229832737
4223	1.229814451
4224	1.229797398
4225	1.229783578
4226	1.22974528
4227	1.229722958
4228	1.229714034
4229	1.229692155
4230	1.229673734
4231	1.229667207
4232	1.229637707
4233	1.229620565
4234	1.229605299
4235	1.229586493
4236	1.229576041
4237	1.2295568
4238	1.229545706
4239	1.229529518
4240	1.229509012
4241	1.22948758
4242	1.229479588
4243	1.229451961
4244	1.229438472
4245	1.229422216
4246	1.22939993
4247	1.229375641
4248	1.229355263
4249	1.22933831
4250	1.229311275
4251	1.229296327
4252	1.229254248
4253	1.229227445
4254	1.229213324
4255	1.22920278
4256	1.229182358
4257	1.229168018
4258	1.229152619
4259	1.229134715
4260	1.22911994
4261	1.229093272
4262	1.229079703
4263	1.229040328
4264	1.229024657
4265	1.228997111
4266	1.228984802
4267	1.228961288
4268	1.228953124
4269	1.228939072
4270	1.228918225
4271	1.228901785
4272	1.228889514
4273	1.228860145
4274	1.22883587
4275	1.228817516
4276	1.228797926
4277	1.228785662
4278	1.228779314
4279	1.228755425
4280	1.22874396
4281	1.228727988
4282	1.228715243
4283	1.228692766
4284	1.2286564
4285	1.22864105
4286	1.22862588
4287	1.228598808
4288	1.228583038
4289	1.228575984
4290	1.228549952
4291	1.228538946
4292	1.228533315
4293	1.228527082
4294	1.228517356
4295	1.228485004
4296	1.228469491
4297	1.228460669
4298	1.228449405
4299	1.22844165
4300	1.228425369
4301	1.22841078
4302	1.228401759
4303	1.228392368
4304	1.228370899
4305	1.2283478
4306	1.228324506
4307	1.228306696
4308	1.228299094
4309	1.228286191
4310	1.228266478
4311	1.228241224
4312	1.228219299
4313	1.228195729
4314	1.2281699
4315	1.228155193
4316	1.228135094
4317	1.228108501
4318	1.228086458
4319	1.228072966
4320	1.228047986
4321	1.228029095
4322	1.22801638
4323	1.228001625
4324	1.227988379
4325	1.227974569
4326	1.227964033
4327	1.227949285
4328	1.22793378
4329	1.227912932
4330	1.227899442
4331	1.227889466
4332	1.227882253
4333	1.227864097
4334	1.227827904
4335	1.227820418
4336	1.227804984
4337	1.227793075
4338	1.227768782
4339	1.227760593
4340	1.227735583
4341	1.227715817
4342	1.227708408
4343	1.227684872
4344	1.227659095
4345	1.22764072
4346	1.227606109
4347	1.227592142
4348	1.227572019
4349	1.227542674
4350	1.227524079
4351	1.227508904
4352	1.227483543
4353	1.227464699
4354	1.227449416
4355	1.227429521
4356	1.227410852
4357	1.227398513
4358	1.227372134
4359	1.227345415
4360	1.227328068
4361	1.22731003
4362	1.227292712
4363	1.227285226
4364	1.227261338
4365	1.227248578
4366	1.227238995
4367	1.227231475
4368	1.227211841
4369	1.227206418
4370	1.227189081
4371	1.227173006
4372	1.227155086
4373	1.227142816
4374	1.227122344
4375	1.227108083
4376	1.227091138
4377	1.227079302
4378	1.227063576
4379	1.227048084
4380	1.227036845
4381	1.227019041
4382	1.22699759
4383	1.226978975
4384	1.226957388
4385	1.226948067
4386	1.226936538
4387	1.226918779
4388	1.226908469
4389	1.226888753
4390	1.22687518
4391	1.226853174
4392	1.226834045
4393	1.226821135
4394	1.226806117
4395	1.226795127
4396	1.226757501
4397	1.22673664
4398	1.22671396
4399	1.226702295
4400	1.226681623
4401	1.226668932
4402	1.226656237
4403	1.226647817
4404	1.226629117
4405	1.226606906
4406	1.226598643
4407	1.226578395
4408	1.226562213
4409	1.226544452
4410	1.226523934
4411	1.2265012
4412	1.226486129
4413	1.226463735
4414	1.226453683
4415	1.226429336
4416	1.226420368
4417	1.226403875
4418	1.226380078
4419	1.226358847
4420	1.22634173
4421	1.226326063
4422	1.226306422
4423	1.226285532
4424	1.226276302
4425	1.226255308
4426	1.226228398
4427	1.226207481
4428	1.226164391
4429	1.226142467
4430	1.22612194
4431	1.226108981
4432	1.226093016
4433	1.226081002
4434	1.226048474
4435	1.22602167
4436	1.226008279
4437	1.225994415
4438	1.225980868
4439	1.225969217
4440	1.22594724
4441	1.225932033
4442	1.225920787
4443	1.225890935
4444	1.225870146
4445	1.225861282
4446	1.225845052
4447	1.225825884
4448	1.225815571
4449	1.225801733
4450	1.22579356
4451	1.225766247
4452	1.225753639
4453	1.225742372
4454	1.22572721
4455	1.225712419
4456	1.22569695
4457	1.225682208
4458	1.225661223
4459	1.22564465
4460	1.225636422
4461	1.225625298
4462	1.225614515
4463	1.225596424
4464	1.225574465
4465	1.225563993
4466	1.225547421
4467	1.225525965
4468	1.225510414
4469	1.225473213
4470	1.225459443
4471	1.225432155
4472	1.225414754
4473	1.225403194
4474	1.225386494
4475	1.225377905
4476	1.225360112
4477	1.225349295
4478	1.225338372
4479	1.225302435
4480	1.225290308
4481	1.225272611
4482	1.22526121
4483	1.225246025
4484	1.22522751
4485	1.225206816
4486	1.225192226
4487	1.225180114
4488	1.225164701
4489	1.225156928
4490	1.225139924
4491	1.225123276
4492	1.225099579
4493	1.225086016
4494	1.225073917
4495	1.225057419
4496	1.225044574
4497	1.225028567
4498	1.224993932
4499	1.224965926
4500	1.224940673
4501	1.224924977
4502	1.224912505
4503	1.224894919
4504	1.224882457
4505	1.224867214
4506	1.2248575
4507	1.224837607
4508	1.22482701
4509	1.224813215
4510	1.224801782
4511	1.224763602
4512	1.224737977
4513	1.224727819
4514	1.224698565
4515	1.224686262
4516	1.224665874
4517	1.224645345
4518	1.224628538
4519	1.224614413
4520	1.224600581
4521	1.224571365
4522	1.224550781
4523	1.224528575
4524	1.224491282
4525	1.224471314
4526	1.224453144
4527	1.224435132
4528	1.224416596
4529	1.224402532
4530	1.224391722
4531	1.224377077
4532	1.224352759
4533	1.224343136
4534	1.224316444
4535	1.224299692
4536	1.224282097
4537	1.224254191
4538	1.224239213
4539	1.224224254
4540	1.224200723
4541	1.224187511
4542	1.224169042
4543	1.22414888
4544	1.224134867
4545	1.224116162
4546	1.224108574
4547	1.224096312
4548	1.224080333
4549	1.224070589
4550	1.224017326
4551	1.223999963
4552	1.22397827
4553	1.223970633
4554	1.223955571
4555	1.22391351
4556	1.223901638
4557	1.223884733
4558	1.223866569
4559	1.223840357
4560	1.223826826
4561	1.223807216
4562	1.223792408
4563	1.223773637
4564	1.223755378
4565	1.223725964
4566	1.223718066
4567	1.223705494
4568	1.223693901
4569	1.223673551
4570	1.223668033
4571	1.223655505
4572	1.223636926
4573	1.223620497
4574	1.223610803
4575	1.223595877
4576	1.223589241
4577	1.223572431
4578	1.223560363
4579	1.223550731
4580	1.223527847
4581	1.22351526
4582	1.223495856
4583	1.223480535
4584	1.223466838
4585	1.223457718
4586	1.223442334
4587	1.223430439
4588	1.223400526
4589	1.223379643
4590	1.223367023
4591	1.223353152
4592	1.223333321
4593	1.223305128
4594	1.223281248
4595	1.223262233
4596	1.223245655
4597	1.223225216
4598	1.223207655
4599	1.223193651
4600	1.223180639
4601	1.223151655
4602	1.223123317
4603	1.223101495
4604	1.223092267
4605	1.223081151
4606	1.223061392
4607	1.223043968
4608	1.223026885
4609	1.223010521
4610	1.2229759
4611	1.222955768
4612	1.222927076
4613	1.22291295
4614	1.222885435
4615	1.222875895
4616	1.222848298
4617	1.222832339
4618	1.222816583
4619	1.222802286
4620	1.222791997
4621	1.222778303
4622	1.222761907
4623	1.222745734
4624	1.222733042
4625	1.22270863
4626	1.222691347
4627	1.222665219
4628	1.222646957
4629	1.222627739
4630	1.222617337
4631	1.222600801
4632	1.222587304
4633	1.222570485
4634	1.222541139
4635	1.222522389
4636	1.222506065
4637	1.222499563
4638	1.222478315
4639	1.222449428
4640	1.222428833
4641	1.222415895
4642	1.222398277
4643	1.222384836
4644	1.222373159
4645	1.222356981
4646	1.222344849
4647	1.222333228
4648	1.222308973
4649	1.222293672
4650	1.222268883
4651	1.22224506
4652	1.222227616
4653	1.222212003
4654	1.222202141
4655	1.222191302
4656	1.222174028
4657	1.222134375
4658	1.222117243
4659	1.222080077
4660	1.222064934
4661	1.222047228
4662	1.222030936
4663	1.222023421
4664	1.22200063
4665	1.221984681
4666	1.221958388
4667	1.221945982
4668	1.221934542
4669	1.221927023
4670	1.221907438
4671	1.221894334
4672	1.221879859
4673	1.2218715
4674	1.221843649
4675	1.221832062
4676	1.221815927
4677	1.22180653
4678	1.221789415
4679	1.221781047
4680	1.22176658
4681	1.221751933
4682	1.221727791
4683	1.22171408
4684	1.221704011
4685	1.221697955
4686	1.221690136
4687	1.22167287
4688	1.221653286
4689	1.221632766
4690	1.2216237
4691	1.221610284
4692	1.22158254
4693	1.221565257
4694	1.221551145
4695	1.221535126
4696	1.221511999
4697	1.221492328
4698	1.221459942
4699	1.221438234
4700	1.221422019
4701	1.221399524
4702	1.221384335
4703	1.22135949
4704	1.221334711
4705	1.221322896
4706	1.221317082
4707	1.221302453
4708	1.221284029
4709	1.221267847
4710	1.22125564
4711	1.221233768
4712	1.221225505
4713	1.221211883
4714	1.221195833
4715	1.221183192
4716	1.22116756
4717	1.221130883
4718	1.221120321
4719	1.221107253
4720	1.22109362
4721	1.221081548
4722	1.221072687
4723	1.22105169
4724	1.221040556
4725	1.221021377
4726	1.221013364
4727	1.220999315
4728	1.22098608
4729	1.220959937
4730	1.220938467
4731	1.220917962
4732	1.220909335
4733	1.220879045
4734	1.220861054
4735	1.220838363
4736	1.220813264
4737	1.220796098
4738	1.22077811
4739	1.220756927
4740	1.220741605
4741	1.220723491
4742	1.220717447
4743	1.220700388
4744	1.220692845
4745	1.22067956
4746	1.220663829
4747	1.220649023
4748	1.220630184
4749	1.220618853
4750	1.220607437
4751	1.22059586
4752	1.220582285
4753	1.220542733
4754	1.220521815
4755	1.22050981
4756	1.220500286
4757	1.220480354
4758	1.220470403
4759	1.220463039
4760	1.220447704
4761	1.22043145
4762	1.220413304
4763	1.220398157
4764	1.220381523
4765	1.220371539
4766	1.220355703
4767	1.220335149
4768	1.220326396
4769	1.2202961
4770	1.220284748
4771	1.220267067
4772	1.22024581
4773	1.220236455
4774	1.220220163
4775	1.220207536
4776	1.22019287
4777	1.220178582
4778	1.220159803
4779	1.220151412
4780	1.220127567
4781	1.220118864
4782	1.220099928
4783	1.220081069
4784	1.220064164
4785	1.220044765
4786	1.220029989
4787	1.220012417
4788	1.219992569
4789	1.219973786
4790	1.219951073
4791	1.219940921
4792	1.219916432
4793	1.219905883
4794	1.219894984
4795	1.219873375
4796	1.219861815
4797	1.219845956
4798	1.219824552
4799	1.219807587
4800	1.219798826
4801	1.219763367
4802	1.219743941
4803	1.219735892
4804	1.2197222
4805	1.21970371
4806	1.219695872
4807	1.219681337
4808	1.219674622
4809	1.219665142
4810	1.219652551
4811	1.219630101
4812	1.21962265
4813	1.219592613
4814	1.219582108
4815	1.219561158
4816	1.219546928
4817	1.219533066
4818	1.219509074
4819	1.219491764
4820	1.219474792
4821	1.219457409
4822	1.21943847
4823	1.219430289
4824	1.219405646
4825	1.219383306
4826	1.219367997
4827	1.219325983
4828	1.219316048
4829	1.219303947
4830	1.219284793
4831	1.219260468
4832	1.219244545
4833	1.21923311
4834	1.219214594
4835	1.219194907
4836	1.219184188
4837	1.219171505
4838	1.219150572
4839	1.219135191
4840	1.219121456
4841	1.219109624
4842	1.219093767
4843	1.219079255
4844	1.219058301
4845	1.219046256
4846	1.219032637
4847	1.219011057
4848	1.21898192
4849	1.218971784
4850	1.218963825
4851	1.218944776
4852	1.21891947
4853	1.218905963
4854	1.218892868
4855	1.218877589
4856	1.218852062
4857	1.218838338
4858	1.218820594
4859	1.218800572
4860	1.218792034
4861	1.218782108
4862	1.218749274
4863	1.218740871
4864	1.218721122
4865	1.218695211
4866	1.218680074
4867	1.218663257
4868	1.218640608
4869	1.218628791
4870	1.218611896
4871	1.218586237
4872	1.218575196
4873	1.218560954
4874	1.218542945
4875	1.218531611
4876	1.218502756
4877	1.218485675
4878	1.218473745
4879	1.218460672
4880	1.218438952
4881	1.218429417
4882	1.218415336
4883	1.218390862
4884	1.218376724
4885	1.218354654
4886	1.218329496
4887	1.218315569
4888	1.218288309
4889	1.21825444
4890	1.218241132
4891	1.218223413
4892	1.218208216
4893	1.218182248
4894	1.218169455
4895	1.218156178
4896	1.218144241
4897	1.21813355
4898	1.218113496
4899	1.21806578
4900	1.218055534
4901	1.218036814
4902	1.218016978
4903	1.21800711
4904	1.217995198
4905	1.217970175
4906	1.217960612
4907	1.217949437
4908	1.217941129
4909	1.217928911
4910	1.217916456
4911	1.217898597
4912	1.217884619
4913	1.217847025
4914	1.21783216
4915	1.217818375
4916	1.217808358
4917	1.2177948
4918	1.217779691
4919	1.217774346
4920	1.217761032
4921	1.217746116
4922	1.217720067
4923	1.217713106
4924	1.217701193
4925	1.217683548
4926	1.217667701
4927	1.217655307
4928	1.217643271
4929	1.21762381
4930	1.21760869
4931	1.217594121
4932	1.21757578
4933	1.217559953
4934	1.217549042
4935	1.217527628
4936	1.217518556
4937	1.217504392
4938	1.217485796
4939	1.217469097
4940	1.217459453
4941	1.217445644
4942	1.217431886
4943	1.217411936
4944	1.217394555
4945	1.217375586
4946	1.217361987
4947	1.217344542
4948	1.217323239
4949	1.217279215
4950	1.217266368
4951	1.217253362
4952	1.217243829
4953	1.217231542
4954	1.217201741
4955	1.217190627
4956	1.217170255
4957	1.217150277
4958	1.217128302
4959	1.217113248
4960	1.217094377
4961	1.217086403
4962	1.217070543
4963	1.217050643
4964	1.217029213
4965	1.217018004
4966	1.216993947
4967	1.216978384
4968	1.216960979
4969	1.216927972
4970	1.216915166
4971	1.216903169
4972	1.216881932
4973	1.216873402
4974	1.216857891
4975	1.216846065
4976	1.216811971
4977	1.216796815
4978	1.216788691
4979	1.216769154
4980	1.216752948
4981	1.216744913
4982	1.2167242
4983	1.216710725
4984	1.216696226
4985	1.216671416
4986	1.216648484
4987	1.216627784
4988	1.216615306
4989	1.216584986
4990	1.216571834
4991	1.216555482
4992	1.216539591
4993	1.21652054
4994	1.216479948
4995	1.216460127
4996	1.216434172
4997	1.216426324
4998	1.216405326
4999	1.216386126
5000	1.216363539
5001	1.216351074
5002	1.216332274
5003	1.216314358
5004	1.216303138
5005	1.21628525
5006	1.216259165
5007	1.216245451
5008	1.216231585
5009	1.216213598
5010	1.216200867
5011	1.216177455
5012	1.21616572
5013	1.216157409
5014	1.216141185
5015	1.216126582
5016	1.21610258
5017	1.21608657
5018	1.216071896
5019	1.216060576
5020	1.216052222
5021	1.216035184
5022	1.216027622
5023	1.216015064
5024	1.216009737
5025	1.215997841
5026	1.215975756
5027	1.215943083
5028	1.215928358
5029	1.215911509
5030	1.215883484
5031	1.215872698
5032	1.215862922
5033	1.215846357
5034	1.21582626
5035	1.215817206
5036	1.215807877
5037	1.215792215
5038	1.215766598
5039	1.21575216
5040	1.215739426
5041	1.215724475
5042	1.215711526
5043	1.215703082
5044	1.215686523
5045	1.215673818
5046	1.215654369
5047	1.215639194
5048	1.215627075
5049	1.215618371
5050	1.215605781
5051	1.215591708
5052	1.215584402
5053	1.215574836
5054	1.215559969
5055	1.215542398
5056	1.215526587
5057	1.215510427
5058	1.215480619
5059	1.215466123
5060	1.215439826
5061	1.215422305
5062	1.215372308
5063	1.215357267
5064	1.215341999
5065	1.215329153
5066	1.215320314
5067	1.21528931
5068	1.215271282
5069	1.215249871
5070	1.215240794
5071	1.215223379
5072	1.215206804
5073	1.215194852
5074	1.215183135
5075	1.215164819
5076	1.215151195
5077	1.215133962
5078	1.215109738
5079	1.215085478
5080	1.215069819
5081	1.21506369
5082	1.21504715
5083	1.215040305
5084	1.215021129
5085	1.215004278
5086	1.214965433
5087	1.214952315
5088	1.214937525
5089	1.21490559
5090	1.214884443
5091	1.214878569
5092	1.21486572
5093	1.214849134
5094	1.214839615
5095	1.214823482
5096	1.214809205
5097	1.214793329
5098	1.214771406
5099	1.21475762
5100	1.214743986
5101	1.214734514
5102	1.214717136
5103	1.214695174
5104	1.214681148
5105	1.214669173
5106	1.214653327
5107	1.214634699
5108	1.214609165
5109	1.214596298
5110	1.214573961
5111	1.214567095
5112	1.214550584
5113	1.214511711
5114	1.214497427
5115	1.214482171
5116	1.214461998
5117	1.214441518
5118	1.214423421
5119	1.214417392
5120	1.214401235
5121	1.214389763
5122	1.214377148
5123	1.214366106
5124	1.214353565
5125	1.214341183
5126	1.214325582
5127	1.214316626
5128	1.214297556
5129	1.214253705
5130	1.214239943
5131	1.21422652
5132	1.214217954
5133	1.214203722
5134	1.21417053
5135	1.214150765
5136	1.214115533
5137	1.214104216
5138	1.214095215
5139	1.214084329
5140	1.214067943
5141	1.21405165
5142	1.21403434
5143	1.214021147
5144	1.213999669
5145	1.213988125
5146	1.213973423
5147	1.213958991
5148	1.213940925
5149	1.213927547
5150	1.213911767
5151	1.213893056
5152	1.213884206
5153	1.213871037
5154	1.213855221
5155	1.213848541
5156	1.213837802
5157	1.213811276
5158	1.213795084
5159	1.213783126
5160	1.213771068
5161	1.213755979
5162	1.213726058
5163	1.213711404
5164	1.213702159
5165	1.213676319
5166	1.213664513
5167	1.213654634
5168	1.213645701
5169	1.213633219
5170	1.213619045
5171	1.213582889
5172	1.213569354
5173	1.213558551
5174	1.213546006
5175	1.213524246
5176	1.213513121
5177	1.213499849
5178	1.213491091
5179	1.213484374
5180	1.213475132
5181	1.213455112
5182	1.213441933
5183	1.213429828
5184	1.213423778
5185	1.21341248
5186	1.213395566
5187	1.213379041
5188	1.213367256
5189	1.213347699
5190	1.213331876
5191	1.213312494
5192	1.213296399
5193	1.213265841
5194	1.213249672
5195	1.21323079
5196	1.213219945
5197	1.213200721
5198	1.213175106
5199	1.213160785
5200	1.21314933
5201	1.213133587
5202	1.213121332
5203	1.213109931
5204	1.213086152
5205	1.213066609
5206	1.213050508
5207	1.213034593
5208	1.213017269
5209	1.213000272
5210	1.212977681
5211	1.212968528
5212	1.212939112
5213	1.212916735
5214	1.212890441
5215	1.212876792
5216	1.212861847
5217	1.212854359
5218	1.212837572
5219	1.212827244
5220	1.212806335
5221	1.212779409
5222	1.21276229
5223	1.212748816
5224	1.212732351
5225	1.212719429
5226	1.212710891
5227	1.212690015
5228	1.212682464
5229	1.212669959
5230	1.21263962
5231	1.212624533
5232	1.212609332
5233	1.212572146
5234	1.212564349
5235	1.212544307
5236	1.212528552
5237	1.21251967
5238	1.212503052
5239	1.212491862
5240	1.212483541
5241	1.212464769
5242	1.212454566
5243	1.212446229
5244	1.212435754
5245	1.212424013
5246	1.212414746
5247	1.21240241
5248	1.212384456
5249	1.212365808
5250	1.212341406
5251	1.212330328
5252	1.212299736
5253	1.212294078
5254	1.212276366
5255	1.212264483
5256	1.212249047
5257	1.212238791
5258	1.212224435
5259	1.21220328
5260	1.212194149
5261	1.212165065
5262	1.212154882
5263	1.212146814
5264	1.21213937
5265	1.212116921
5266	1.212106897
5267	1.212088862
5268	1.21206187
5269	1.212054406
5270	1.212036462
5271	1.212021192
5272	1.212004129
5273	1.211992916
5274	1.211955512
5275	1.211941111
5276	1.21192561
5277	1.211913658
5278	1.211900362
5279	1.211877329
5280	1.211868042
5281	1.211856668
5282	1.211852714
5283	1.211844926
5284	1.211828257
5285	1.21181198
5286	1.21180047
5287	1.211785575
5288	1.211765398
5289	1.211747048
5290	1.211730239
5291	1.211720617
5292	1.211691466
5293	1.211683463
5294	1.211672058
5295	1.21165529
5296	1.211643912
5297	1.211634715
5298	1.211619101
5299	1.211606518
5300	1.2115934
5301	1.211572075
5302	1.211554713
5303	1.211539393
5304	1.211516623
5305	1.211484835
5306	1.21147165
5307	1.211461184
5308	1.211449455
5309	1.211435131
5310	1.211412217
5311	1.211392112
5312	1.21137232
5313	1.211347087
5314	1.211331672
5315	1.211301926
5316	1.211289186
5317	1.211275192
5318	1.211246639
5319	1.211228313
5320	1.211218897
5321	1.21119712
5322	1.211173076
5323	1.211150273
5324	1.211133621
5325	1.211116001
5326	1.211100449
5327	1.211085417
5328	1.211067141
5329	1.211050658
5330	1.211033536
5331	1.211002633
5332	1.210991193
5333	1.210982538
5334	1.210953767
5335	1.210945098
5336	1.210911062
5337	1.210882481
5338	1.210866974
5339	1.21085583
5340	1.210845529
5341	1.210819399
5342	1.210797044
5343	1.210787827
5344	1.210764567
5345	1.210752228
5346	1.210733239
5347	1.210723926
5348	1.210708263
5349	1.210687228
5350	1.210659673
5351	1.210649628
5352	1.210634675
5353	1.210618439
5354	1.210605678
5355	1.210592372
5356	1.210579451
5357	1.210567812
5358	1.210558484
5359	1.210548872
5360	1.210545011
5361	1.21051842
5362	1.210496282
5363	1.210485313
5364	1.210465776
5365	1.210452765
5366	1.210442885
5367	1.210428159
5368	1.210407569
5369	1.210390576
5370	1.210377892
5371	1.210368136
5372	1.21034477
5373	1.210322065
5374	1.210302119
5375	1.21028368
5376	1.21026999
5377	1.210255025
5378	1.210229175
5379	1.21020474
5380	1.210177798
5381	1.210166448
5382	1.210155758
5383	1.210129325
5384	1.210118535
5385	1.210102496
5386	1.210086996
5387	1.210073088
5388	1.210055732
5389	1.210041879
5390	1.210031758
5391	1.210013351
5392	1.209996413
5393	1.209983212
5394	1.209957588
5395	1.209931369
5396	1.209910365
5397	1.209895133
5398	1.209886378
5399	1.209871875
5400	1.209852715
5401	1.209836209
5402	1.209826568
5403	1.20981481
5404	1.209801188
5405	1.209783539
5406	1.209761357
5407	1.209744999
5408	1.209727485
5409	1.209712743
5410	1.209700539
5411	1.209682745
5412	1.209672339
5413	1.209663628
5414	1.209649296
5415	1.209636461
5416	1.209619074
5417	1.209608586
5418	1.20959746
5419	1.209589161
5420	1.209574991
5421	1.209565027
5422	1.209553492
5423	1.209539511
5424	1.209533561
5425	1.20951453
5426	1.209492483
5427	1.209474123
5428	1.209462987
5429	1.209446624
5430	1.209433656
5431	1.209414891
5432	1.209401932
5433	1.209380294
5434	1.209367272
5435	1.209346203
5436	1.209310827
5437	1.209290717
5438	1.209254721
5439	1.209226606
5440	1.209215076
5441	1.209200212
5442	1.209190643
5443	1.209184706
5444	1.209175313
5445	1.209166651
5446	1.20915707
5447	1.209143083
5448	1.209131019
5449	1.209119497
5450	1.209112684
5451	1.209106574
5452	1.209089814
5453	1.209074842
5454	1.209058998
5455	1.209032129
5456	1.209016506
5457	1.209001961
5458	1.20898957
5459	1.208976768
5460	1.208958208
5461	1.208941719
5462	1.208931155
5463	1.208920123
5464	1.208916016
5465	1.20890227
5466	1.20887953
5467	1.208862691
5468	1.208850856
5469	1.20883199
5470	1.208816455
5471	1.208803138
5472	1.208770521
5473	1.208762631
5474	1.208735906
5475	1.208725585
5476	1.208718123
5477	1.208712586
5478	1.208697364
5479	1.208676039
5480	1.208655901
5481	1.208640937
5482	1.208632016
5483	1.208620285
5484	1.208602185
5485	1.20858105
5486	1.208567575
5487	1.208554887
5488	1.208546832
5489	1.208525661
5490	1.208495501
5491	1.208481035
5492	1.208467359
5493	1.208451366
5494	1.208440561
5495	1.208431268
5496	1.208408228
5497	1.208399709
5498	1.208379958
5499	1.208355635
5500	1.208338585
5501	1.208321758
5502	1.208306971
5503	1.208286369
5504	1.208268408
5505	1.208247097
5506	1.208230237
5507	1.208205942
5508	1.208194722
5509	1.208173346
5510	1.208160507
5511	1.208151513
5512	1.208121041
5513	1.208106063
5514	1.208097577
5515	1.208083599
5516	1.208057725
5517	1.20804588
5518	1.208027357
5519	1.208015489
5520	1.208008304
5521	1.207981483
5522	1.207953075
5523	1.20794023
5524	1.207924994
5525	1.207911251
5526	1.207897083
5527	1.207884942
5528	1.207862979
5529	1.207855283
5530	1.207834924
5531	1.207811344
5532	1.207804514
5533	1.207794833
5534	1.207778768
5535	1.207763956
5536	1.207749248
5537	1.207733495
5538	1.207711726
5539	1.207701087
5540	1.207691123
5541	1.207672102
5542	1.207661051
5543	1.207645138
5544	1.207618777
5545	1.207607463
5546	1.20759645
5547	1.207567618
5548	1.207552415
5549	1.207538978
5550	1.207531053
5551	1.207516113
5552	1.207501466
5553	1.207487333
5554	1.207470835
5555	1.207458712
5556	1.207444423
5557	1.207427049
5558	1.207416598
