iter	MultiClass
140	1.540779629
141	1.540371117
142	1.539944524
143	1.539502855
144	1.539071811
145	1.538662382
146	1.538278907
147	1.537876968
148	1.537458221
149	1.537059943
150	1.53664623
151	1.536200635
152	1.535734356
153	1.535296161
154	1.534936559
155	1.534574015
156	1.534203959
157	1.533842033
158	1.533436955
159	1.533040992
160	1.532669567
161	1.532248973
162	1.531812912
163	1.531411836
164	1.531040329
165	1.530606433
166	1.530153854
167	1.529732305
168	1.529289979
169	1.528858096
170	1.528423901
171	1.528050978
172	1.527707047
173	1.527346652
174	1.526947857
175	1.526549407
176	1.526140873
177	1.525786502
178	1.525357911
179	1.52493829
180	1.524576607
181	1.524205694
182	1.523858345
183	1.523456535
184	1.523061596
185	1.522663096
186	1.522329946
187	1.521995989
188	1.521578119
189	1.521250477
190	1.520903152
191	1.520542281
192	1.520205242
193	1.519809485
194	1.519404201
195	1.519042387
196	1.518637157
197	1.5183134
198	1.51793703
199	1.517610007
200	1.517279631
201	1.516871833
202	1.516516297
203	1.516141753
204	1.515760941
205	1.515408311
206	1.515037103
207	1.514676761
208	1.514359636
209	1.51398249
210	1.513625108
211	1.51323881
212	1.512917257
213	1.512539449
214	1.512110873
215	1.511695335
216	1.511298312
217	1.510909085
218	1.510500833
219	1.510141953
220	1.509815138
221	1.509461942
222	1.509105428
223	1.508764777
224	1.508410232
225	1.508101207
226	1.507760903
227	1.507405494
228	1.507104677
229	1.506710967
230	1.506392258
231	1.505987507
232	1.505618504
233	1.505271817
234	1.504978806
235	1.50464774
236	1.5043194
237	1.503977682
238	1.503661467
239	1.503335771
240	1.502948274
241	1.502581328
242	1.502201341
243	1.501889316
244	1.50152743
245	1.501169233
246	1.500832619
247	1.500542588
248	1.500178939
249	1.49989312
250	1.499610121
251	1.499302339
252	1.498958112
253	1.498609061
254	1.498258049
255	1.49794456
256	1.497509488
257	1.497218806
258	1.49688182
259	1.496550709
260	1.496264816
261	1.495962576
262	1.49563541
263	1.495288556
264	1.494994866
265	1.494711529
266	1.494375794
267	1.494067031
268	1.493731676
269	1.493428982
270	1.493125112
271	1.492794326
272	1.492453287
273	1.49211442
274	1.49173909
275	1.491431162
276	1.491091366
277	1.490733807
278	1.490406079
279	1.490090858
280	1.489791288
281	1.489443977
282	1.489152596
283	1.488875229
284	1.488580899
285	1.488232429
286	1.487970913
287	1.487661014
288	1.487403518
289	1.48706941
290	1.486781955
291	1.486522296
292	1.486194435
293	1.485901729
294	1.485635893
295	1.4853119
296	1.484995274
297	1.484740441
298	1.484433214
299	1.484110735
300	1.48378627
301	1.483525661
302	1.483223009
303	1.482909545
304	1.48260561
305	1.482303
306	1.482020624
307	1.481716768
308	1.481403724
309	1.481103921
310	1.480774358
311	1.480441564
312	1.480181948
313	1.479881009
314	1.479617412
315	1.479325928
316	1.47904506
317	1.478770878
318	1.478452113
319	1.478192505
320	1.477894816
321	1.47757281
322	1.477253759
323	1.476994166
324	1.476708164
325	1.476415946
326	1.476114334
327	1.475848174
328	1.475594079
329	1.475295528
330	1.475045968
331	1.474778986
332	1.474520234
333	1.474266436
334	1.474024852
335	1.473768488
336	1.473531677
337	1.473236825
338	1.473003513
339	1.472748217
340	1.472480046
341	1.472156831
342	1.471911248
343	1.471629823
344	1.471359692
345	1.471067672
346	1.470774518
347	1.470525359
348	1.470243755
349	1.469947649
350	1.469613626
351	1.469332539
352	1.469039596
353	1.468787428
354	1.468478611
355	1.46824064
356	1.468004063
357	1.467752553
358	1.467522104
359	1.467257807
360	1.466976174
361	1.466724308
362	1.466412468
363	1.46617166
364	1.465897895
365	1.465637726
366	1.46534401
367	1.465018234
368	1.464720068
369	1.464476015
370	1.464198295
371	1.463965161
372	1.463694191
373	1.463376457
374	1.463058258
375	1.462742592
376	1.462516939
377	1.462277633
378	1.461996559
379	1.461751644
380	1.461534609
381	1.461254131
382	1.461000642
383	1.46074911
384	1.460497794
385	1.460194912
386	1.45994305
387	1.459639756
388	1.459379248
389	1.45915312
390	1.458867365
391	1.458567672
392	1.458326831
393	1.458049694
394	1.457776029
395	1.457561949
396	1.457279498
397	1.457030106
398	1.456786664
399	1.456533906
400	1.45631349
401	1.456058014
402	1.455798181
403	1.455513856
404	1.455277411
405	1.455056327
406	1.454795262
407	1.454530369
408	1.454319432
409	1.454074112
410	1.453862325
411	1.453629942
412	1.453379803
413	1.453123443
414	1.452878595
415	1.452588668
416	1.452336979
417	1.452062021
418	1.451831173
419	1.45162088
420	1.451368077
421	1.451100809
422	1.450887245
423	1.450664373
424	1.450408065
425	1.450149664
426	1.449913409
427	1.449623908
428	1.449424801
429	1.449217829
430	1.449003302
431	1.448789288
432	1.448533474
433	1.448268596
434	1.448032265
435	1.44776417
436	1.447490702
437	1.447234484
438	1.447009507
439	1.446807711
440	1.446595213
441	1.446353572
442	1.446113428
443	1.445911549
444	1.445641607
445	1.445409772
446	1.445162821
447	1.444893981
448	1.444670304
449	1.444398025
450	1.444158174
451	1.443902205
452	1.443690188
453	1.443451935
454	1.443243852
455	1.443004579
456	1.442802273
457	1.442585989
458	1.442390523
459	1.442204144
460	1.441963498
461	1.441735313
462	1.4415236
463	1.441330936
464	1.441096443
465	1.440843397
466	1.440665626
467	1.440387604
468	1.440135309
469	1.439904892
470	1.439678926
471	1.43942718
472	1.439230089
473	1.439049143
474	1.438849037
475	1.438659367
476	1.438390594
477	1.438146149
478	1.437912947
479	1.437703353
480	1.437498941
481	1.437238032
482	1.437045615
483	1.436862441
484	1.436685506
485	1.436427723
486	1.436213401
487	1.435984527
488	1.435767814
489	1.435528925
490	1.435338971
491	1.435147403
492	1.434941809
493	1.434727116
494	1.434460265
495	1.434220831
496	1.433963592
497	1.433702363
498	1.433464443
499	1.433224463
500	1.432992074
501	1.432753836
502	1.432537511
503	1.432367351
504	1.432109943
505	1.431887994
506	1.431700505
507	1.431495202
508	1.431310117
509	1.431102636
510	1.430905205
511	1.430733639
512	1.430523542
513	1.430356222
514	1.430154212
515	1.429982257
516	1.429753824
517	1.429509922
518	1.42930176
519	1.429103097
520	1.428916635
521	1.428705487
522	1.428537552
523	1.428303792
524	1.428136793
525	1.42795445
526	1.427768185
527	1.427502787
528	1.427262578
529	1.427107539
530	1.426910271
531	1.426708565
532	1.426522133
533	1.42634074
534	1.426184746
535	1.425974098
536	1.425750076
537	1.42553693
538	1.425320891
539	1.425111361
540	1.42492304
541	1.424746011
542	1.424516034
543	1.424300393
544	1.424092397
545	1.423900862
546	1.423701141
547	1.423532812
548	1.423334727
549	1.423083606
550	1.4228857
551	1.422661375
552	1.422446979
553	1.422255925
554	1.421993651
555	1.421809589
556	1.421610234
557	1.421405864
558	1.421206242
559	1.421006344
560	1.420826649
561	1.420650909
562	1.420468576
563	1.420265131
564	1.420076523
565	1.419901348
566	1.419739806
567	1.419520724
568	1.419307406
569	1.419085698
570	1.418904847
571	1.418684809
572	1.418504088
573	1.418316663
574	1.418146285
575	1.417962002
576	1.417779826
577	1.417573782
578	1.417354943
579	1.417153229
580	1.416981602
581	1.416781107
582	1.416590635
583	1.416412154
584	1.416226655
585	1.4160183
586	1.415854233
587	1.415707575
588	1.415556829
589	1.415405607
590	1.415218468
591	1.415000816
592	1.414809253
593	1.414633265
594	1.414472541
595	1.414295124
596	1.414102298
597	1.413909225
598	1.413655551
599	1.413487244
600	1.413309797
601	1.413116657
602	1.41294996
603	1.412764158
604	1.412601712
605	1.412433274
606	1.41222695
607	1.412056875
608	1.411874727
609	1.411672856
610	1.411453577
611	1.411240337
612	1.411097204
613	1.410906975
614	1.410733699
615	1.410526677
616	1.410343857
617	1.410167164
618	1.410033252
619	1.409854081
620	1.409673817
621	1.409515938
622	1.409334274
623	1.409153195
624	1.408938733
625	1.408752635
626	1.408554516
627	1.40841824
628	1.408247834
629	1.408107
630	1.407964038
631	1.407810047
632	1.407599914
633	1.40741383
634	1.407231889
635	1.407067721
636	1.4069142
637	1.406768364
638	1.406589483
639	1.406425917
640	1.40628643
641	1.406119373
642	1.405966033
643	1.405784874
644	1.405620557
645	1.405474818
646	1.405319046
647	1.405155284
648	1.404972487
649	1.404802604
650	1.404604611
651	1.404404843
652	1.404187077
653	1.404046053
654	1.403857657
655	1.403696244
656	1.403493919
657	1.403342859
658	1.403210045
659	1.40306031
660	1.402888231
661	1.402737918
662	1.402554469
663	1.402403584
664	1.402218685
665	1.402066705
666	1.401871617
667	1.401739902
668	1.401574306
669	1.401398198
670	1.401265014
671	1.401084131
672	1.400933467
673	1.400778155
674	1.400606629
675	1.400389811
676	1.400239962
677	1.400056795
678	1.399922528
679	1.399775746
680	1.399646508
681	1.399461425
682	1.399319683
683	1.399139506
684	1.39894136
685	1.398793149
686	1.398613138
687	1.398416912
688	1.398254863
689	1.398105362
690	1.397925239
691	1.397754532
692	1.397585229
693	1.397426897
694	1.397284465
695	1.397105429
696	1.396943899
697	1.39681224
698	1.396677946
699	1.396512827
700	1.396359396
701	1.39618602
702	1.396048506
703	1.395929846
704	1.395744848
705	1.395608459
706	1.395448441
707	1.395286259
708	1.395127548
709	1.394975046
710	1.394848426
711	1.394705659
712	1.39454335
713	1.394361455
714	1.394211843
715	1.394064626
716	1.393903649
717	1.393725688
718	1.393597189
719	1.393424588
720	1.393241776
721	1.393106182
722	1.392935347
723	1.392785219
724	1.392640446
725	1.392463
726	1.392317256
727	1.392165714
728	1.392045803
729	1.391862658
730	1.391749085
731	1.391534348
732	1.391389849
733	1.39124861
734	1.391116218
735	1.39094327
736	1.390830124
737	1.390687114
738	1.390546453
739	1.39042815
740	1.390305525
741	1.390139224
742	1.39002446
743	1.389880873
744	1.389702329
745	1.389586811
746	1.389463359
747	1.389285935
748	1.389133529
749	1.388993273
750	1.388862911
751	1.388707376
752	1.38855029
753	1.388401641
754	1.388276582
755	1.388134094
756	1.388025289
757	1.387880835
758	1.387734356
759	1.387582706
760	1.387443387
761	1.387281921
762	1.387141026
763	1.386966534
764	1.386850468
765	1.386736624
766	1.386615029
767	1.386454046
768	1.386312998
769	1.386173942
770	1.386056799
771	1.385904413
772	1.385782024
773	1.385630792
774	1.385463205
775	1.385340333
776	1.385182929
777	1.385018069
778	1.384888839
779	1.384745396
780	1.384542656
781	1.384404204
782	1.384243049
783	1.384086988
784	1.383930107
785	1.383786368
786	1.383652823
787	1.383522862
788	1.383338568
789	1.383223947
790	1.383054261
791	1.382961138
792	1.382842048
793	1.382686822
794	1.382533322
795	1.382359088
796	1.382216633
797	1.382088346
798	1.381958884
799	1.381842168
800	1.381704716
801	1.381553771
802	1.381429566
803	1.38132709
804	1.381214513
805	1.381063672
806	1.380907742
807	1.380749281
808	1.380621298
809	1.380510773
810	1.380343081
811	1.380225087
812	1.380068576
813	1.379935671
814	1.379767995
815	1.379655459
816	1.379532602
817	1.379415998
818	1.379266291
819	1.379142396
820	1.379030757
821	1.378891218
822	1.378764833
823	1.378618479
824	1.378494672
825	1.37836703
826	1.378207133
827	1.378031905
828	1.377925301
829	1.377834793
830	1.377733363
831	1.377602224
832	1.377477395
833	1.377371617
834	1.377272649
835	1.377166146
836	1.377047821
837	1.376924207
838	1.37682741
839	1.376719382
840	1.376594401
841	1.376479025
842	1.376352664
843	1.376208871
844	1.376054159
845	1.375913527
846	1.37579362
847	1.375676848
848	1.375506719
849	1.375374779
850	1.375218241
851	1.375105278
852	1.374974478
853	1.374862822
854	1.374724262
855	1.374571459
856	1.374430088
857	1.374316987
858	1.374196624
859	1.374079468
860	1.373935332
861	1.373788075
862	1.373624543
863	1.373525751
864	1.373368499
865	1.373219216
866	1.373090283
867	1.372966282
868	1.372813578
869	1.372712742
870	1.372592085
871	1.372463457
872	1.372301666
873	1.372192248
874	1.372005993
875	1.371868903
876	1.371716765
877	1.371604399
878	1.371464729
879	1.371333696
880	1.371232287
881	1.371113546
882	1.370995004
883	1.370842065
884	1.370715035
885	1.370570684
886	1.370400316
887	1.370262502
888	1.37016091
889	1.370051833
890	1.369947457
891	1.369793595
892	1.369654645
893	1.369537196
894	1.36941622
895	1.369281389
896	1.369152539
897	1.369062341
898	1.368977885
899	1.368869603
900	1.368745509
901	1.368666059
902	1.368534468
903	1.368383487
904	1.368233852
905	1.368126475
906	1.367989262
907	1.367866584
908	1.367732032
909	1.367622359
910	1.367516689
911	1.367379667
912	1.36726393
913	1.367143975
914	1.367053281
915	1.366950825
916	1.36681009
917	1.36667435
918	1.366526443
919	1.366380362
920	1.366278147
921	1.366162038
922	1.366063483
923	1.365931662
924	1.365791458
925	1.365654442
926	1.365553093
927	1.365443578
928	1.365329736
929	1.3652302
930	1.36511795
931	1.364984548
932	1.364880133
933	1.364774039
934	1.36462587
935	1.364511538
936	1.364411391
937	1.364270567
938	1.364135792
939	1.364038612
940	1.363934984
941	1.363781629
942	1.363666949
943	1.363547231
944	1.363416069
945	1.363335052
946	1.363205442
947	1.363117381
948	1.363016856
949	1.362907408
950	1.362747196
951	1.362648021
952	1.362521118
953	1.362376093
954	1.362247031
955	1.362107051
956	1.361999432
957	1.361911709
958	1.361794365
959	1.361639891
960	1.361550235
961	1.361456874
962	1.361346894
963	1.361241192
964	1.361137041
965	1.361005727
966	1.36088179
967	1.36076453
968	1.360654873
969	1.360508804
970	1.360378254
971	1.360273817
972	1.360138902
973	1.360049269
974	1.35994027
975	1.359843353
976	1.359734859
977	1.359638797
978	1.359500409
979	1.359407046
980	1.359285255
981	1.359185375
982	1.359087604
983	1.35894696
984	1.358819896
985	1.358724899
986	1.358619771
987	1.358512124
988	1.358430296
989	1.358340651
990	1.358219279
991	1.358115917
992	1.358012456
993	1.357889773
994	1.357790481
995	1.357692318
996	1.357583582
997	1.357479596
998	1.357365971
999	1.357276635
1000	1.35718757
1001	1.357042623
1002	1.356904902
1003	1.356811852
1004	1.356700831
1005	1.356583148
1006	1.356456787
1007	1.356344259
1008	1.356242946
1009	1.356142946
1010	1.356048942
1011	1.355940283
1012	1.35584314
1013	1.35575627
1014	1.355648671
1015	1.35556277
1016	1.355493978
1017	1.355388405
1018	1.355314152
1019	1.355239715
1020	1.355145716
1021	1.35504928
1022	1.354962421
1023	1.354890243
1024	1.354801878
1025	1.354652714
1026	1.354530716
1027	1.354427045
1028	1.354339675
1029	1.354250672
1030	1.35415337
1031	1.354050527
1032	1.353977393
1033	1.353901514
1034	1.353809605
1035	1.353698046
1036	1.353627404
1037	1.35353682
1038	1.353455227
1039	1.353352609
1040	1.353258005
1041	1.353107325
1042	1.353012067
1043	1.352856799
1044	1.35278122
1045	1.352675599
1046	1.352597044
1047	1.352517151
1048	1.352377842
1049	1.352271974
1050	1.352159216
1051	1.352077102
1052	1.351988601
1053	1.35185983
1054	1.351753308
1055	1.351659335
1056	1.351561786
1057	1.351431684
1058	1.351314177
1059	1.351215952
1060	1.351127868
1061	1.351021062
1062	1.350939668
1063	1.350847337
1064	1.350727828
1065	1.350608481
1066	1.350494296
1067	1.350374904
1068	1.350260635
1069	1.350168399
1070	1.350056149
1071	1.34997473
1072	1.349891478
1073	1.349769965
1074	1.349653403
1075	1.349575029
1076	1.349482138
1077	1.349381245
1078	1.349280095
1079	1.349211532
1080	1.349129425
1081	1.349020848
1082	1.348925941
1083	1.348833247
1084	1.34872192
1085	1.348648378
1086	1.348517419
1087	1.348445275
1088	1.348362276
1089	1.348258989
1090	1.348192148
1091	1.348098708
1092	1.348001699
1093	1.34787328
1094	1.347776704
1095	1.347677952
1096	1.347583331
1097	1.347498561
1098	1.347394363
1099	1.347315551
1100	1.347231397
1101	1.347134769
1102	1.347004578
1103	1.346907007
1104	1.346823664
1105	1.346730451
1106	1.346650698
1107	1.346538765
1108	1.346446231
1109	1.346336057
1110	1.346250161
1111	1.346173673
1112	1.346072051
1113	1.345974945
1114	1.345909832
1115	1.345839893
1116	1.345775461
1117	1.345689005
1118	1.345609186
1119	1.345500777
1120	1.345388654
1121	1.34529198
1122	1.345209261
1123	1.345118372
1124	1.345045829
1125	1.344959277
1126	1.344832997
1127	1.344757188
1128	1.344639566
1129	1.344564627
1130	1.34449353
1131	1.344389625
1132	1.344311501
1133	1.344228203
1134	1.344162151
1135	1.344077084
1136	1.344006479
1137	1.34392436
1138	1.343848825
1139	1.343786297
1140	1.343682647
1141	1.343614839
1142	1.343530283
1143	1.343462621
1144	1.343389437
1145	1.343320848
1146	1.343224647
1147	1.343103558
1148	1.343023866
1149	1.342914971
1150	1.342810005
1151	1.342714986
1152	1.342612178
1153	1.34250641
1154	1.342435593
1155	1.34234047
1156	1.342277968
1157	1.342203886
1158	1.342131029
1159	1.342075849
1160	1.342002962
1161	1.34191734
1162	1.341854923
1163	1.341788335
1164	1.341706084
1165	1.341654386
1166	1.341581622
1167	1.341497626
1168	1.341408892
1169	1.341295929
1170	1.341214341
1171	1.341112032
1172	1.34102822
1173	1.340926929
1174	1.340828204
1175	1.340731648
1176	1.340663319
1177	1.34059246
1178	1.340527035
1179	1.340436997
1180	1.340331465
1181	1.340267255
1182	1.340188901
1183	1.340105235
1184	1.340006105
1185	1.339930162
1186	1.339853179
1187	1.339766476
1188	1.339675409
1189	1.339591379
1190	1.339513382
1191	1.339427805
1192	1.339356241
1193	1.339288597
1194	1.339224229
1195	1.339126336
1196	1.339052148
1197	1.338948177
1198	1.33888236
1199	1.338788101
1200	1.33868189
1201	1.338620157
1202	1.338558937
1203	1.338466765
1204	1.338386017
1205	1.338324553
1206	1.338255307
1207	1.338140824
1208	1.338060769
1209	1.337940215
1210	1.337848776
1211	1.337759546
1212	1.337696861
1213	1.337610312
1214	1.337515725
1215	1.337412808
1216	1.337312749
1217	1.337236228
1218	1.337145076
1219	1.337062819
1220	1.336953988
1221	1.336864875
1222	1.336788955
1223	1.336717623
1224	1.336653964
1225	1.33658227
1226	1.33652002
1227	1.336438166
1228	1.336357157
1229	1.336264641
1230	1.336157629
1231	1.336060326
1232	1.335989441
1233	1.335906789
1234	1.335816554
1235	1.335693065
1236	1.335619483
1237	1.335532669
1238	1.33547311
1239	1.335367672
1240	1.335290801
1241	1.335202313
1242	1.335123264
1243	1.335056361
1244	1.334992231
1245	1.334908219
1246	1.334828318
1247	1.334764758
1248	1.334669193
1249	1.334567017
1250	1.334461925
1251	1.334404023
1252	1.334343087
1253	1.33424721
1254	1.334155078
1255	1.33408013
1256	1.334010284
1257	1.333933937
1258	1.33385172
1259	1.333744002
1260	1.333698056
1261	1.333621622
1262	1.333551296
1263	1.333495147
1264	1.333433846
1265	1.333363925
1266	1.333285189
1267	1.333208285
1268	1.333156307
1269	1.333071538
1270	1.332977277
1271	1.3328979
1272	1.33283063
1273	1.332772452
1274	1.332662109
1275	1.332568769
1276	1.332515758
1277	1.332441285
1278	1.332331367
1279	1.332260602
1280	1.332197317
1281	1.332134241
1282	1.332062122
1283	1.331986281
1284	1.331900312
1285	1.331824267
1286	1.331737054
1287	1.331639884
1288	1.331573232
1289	1.331492557
1290	1.331405639
1291	1.331316018
1292	1.331224612
1293	1.331124104
1294	1.331053135
1295	1.33099844
1296	1.330944389
1297	1.330874872
1298	1.330813184
1299	1.330709565
1300	1.330606077
1301	1.330550927
1302	1.330474912
1303	1.330405862
1304	1.330341828
1305	1.330206236
1306	1.330151199
1307	1.330041381
1308	1.329988959
1309	1.329888263
1310	1.329806556
1311	1.329738352
1312	1.329683938
1313	1.329588244
1314	1.329488761
1315	1.329418842
1316	1.329360739
1317	1.329239943
1318	1.329168381
1319	1.329105285
1320	1.329041244
1321	1.328980213
1322	1.328907683
1323	1.328840429
1324	1.328767075
1325	1.328708422
1326	1.328641256
1327	1.328579686
1328	1.328516159
1329	1.328452537
1330	1.328391796
1331	1.328311882
1332	1.328236664
1333	1.328160463
1334	1.328090976
1335	1.328019388
1336	1.327941137
1337	1.327852124
1338	1.327781184
1339	1.327694298
1340	1.327584591
1341	1.327502706
1342	1.32740534
1343	1.327309176
1344	1.327223552
1345	1.327163751
1346	1.327097651
1347	1.327014996
1348	1.326970796
1349	1.326905244
1350	1.326830205
1351	1.326779794
1352	1.326696337
1353	1.326638884
1354	1.326586007
1355	1.326490988
1356	1.32639777
1357	1.326329545
1358	1.326262447
1359	1.326211235
1360	1.326114548
1361	1.326054646
1362	1.325969545
1363	1.325892137
1364	1.325777332
1365	1.32572816
1366	1.325653443
1367	1.325599658
1368	1.325542169
1369	1.325467124
1370	1.32536794
1371	1.325283231
1372	1.32518788
1373	1.325127151
1374	1.325052457
1375	1.324988815
1376	1.324930778
1377	1.324871614
1378	1.32480652
1379	1.324727388
1380	1.324638384
1381	1.324564816
1382	1.324466567
1383	1.32442176
1384	1.324328196
1385	1.324262805
1386	1.324185184
1387	1.324116007
1388	1.324028975
1389	1.323978688
1390	1.323878524
1391	1.323829902
1392	1.323753556
1393	1.323686704
1394	1.323639442
1395	1.323595862
1396	1.323483577
1397	1.323399516
1398	1.323323364
1399	1.32326793
1400	1.323193157
1401	1.3230921
1402	1.323035145
1403	1.322962398
1404	1.322898287
1405	1.322829534
1406	1.322790849
1407	1.322735679
1408	1.322650548
1409	1.32260081
1410	1.322536475
1411	1.322450884
1412	1.322382701
1413	1.322304905
1414	1.322238152
1415	1.322173417
1416	1.322107856
1417	1.32202394
1418	1.321933674
1419	1.321848376
1420	1.321792616
1421	1.321739
1422	1.321656575
1423	1.321605786
1424	1.321550502
1425	1.321464793
1426	1.321387437
1427	1.321314988
1428	1.321204504
1429	1.321156204
1430	1.321080804
1431	1.321022727
1432	1.320934878
1433	1.320876654
1434	1.320800157
1435	1.320732366
1436	1.32062948
1437	1.32057276
1438	1.320483419
1439	1.320403518
1440	1.32032296
1441	1.320251756
1442	1.320186031
1443	1.320102498
1444	1.320032008
1445	1.319968912
1446	1.319922439
1447	1.319829207
1448	1.319710272
1449	1.319651976
1450	1.319591904
1451	1.319529291
1452	1.319441383
1453	1.319372722
1454	1.319304193
1455	1.319257938
1456	1.319210429
1457	1.31912318
1458	1.319025357
1459	1.318928711
1460	1.318850321
1461	1.318781104
1462	1.31868302
1463	1.318634556
1464	1.31857333
1465	1.318489315
1466	1.318430051
1467	1.318348988
1468	1.318266678
1469	1.318199476
1470	1.318128353
1471	1.318075166
1472	1.317995468
1473	1.317934439
1474	1.317862109
1475	1.31779994
1476	1.317705189
1477	1.317636566
1478	1.317596746
1479	1.317551357
1480	1.317506015
1481	1.317449162
1482	1.317361493
1483	1.317269948
1484	1.317216658
1485	1.317146941
1486	1.317087647
1487	1.317042506
1488	1.316989595
1489	1.316931066
1490	1.316863444
1491	1.316778759
1492	1.316728955
1493	1.316670874
1494	1.316596271
1495	1.316522925
1496	1.316466656
1497	1.316418748
1498	1.316366994
1499	1.316309802
1500	1.31624787
1501	1.316176457
1502	1.316113512
1503	1.316049057
1504	1.316005126
1505	1.315952399
1506	1.315867662
1507	1.315804474
1508	1.315752899
1509	1.315669466
1510	1.315611284
1511	1.31555106
1512	1.315492954
1513	1.315406564
1514	1.315358908
1515	1.315254777
1516	1.315201559
1517	1.315149247
1518	1.315061302
1519	1.315009664
1520	1.314935052
1521	1.314902047
1522	1.314864446
1523	1.314827783
1524	1.314761153
1525	1.314710948
1526	1.314666008
1527	1.314551152
1528	1.314489734
1529	1.314445851
1530	1.314352346
1531	1.314306444
1532	1.314237691
1533	1.314189226
1534	1.314127361
1535	1.314065047
1536	1.314004282
1537	1.313944823
1538	1.313899427
1539	1.313831815
1540	1.313783375
1541	1.313720811
1542	1.31367732
1543	1.31362198
1544	1.313511296
1545	1.313450018
1546	1.313358633
1547	1.313276092
1548	1.313216334
1549	1.313158976
1550	1.313106385
1551	1.313053048
1552	1.313002729
1553	1.312943677
1554	1.312876328
1555	1.312839008
1556	1.312776348
1557	1.312702729
1558	1.312636486
1559	1.312593973
1560	1.312521411
1561	1.312440944
1562	1.312389735
1563	1.312334331
1564	1.31225518
1565	1.312211217
1566	1.312162228
1567	1.312078661
1568	1.312030219
1569	1.311962755
1570	1.311909215
1571	1.31185832
1572	1.311812857
1573	1.311757613
1574	1.311704124
1575	1.311652236
1576	1.311575996
1577	1.311531663
1578	1.311478887
1579	1.311400511
1580	1.311338619
1581	1.311268855
1582	1.311226409
1583	1.311192282
1584	1.311143704
1585	1.311100742
1586	1.311027118
1587	1.310969778
1588	1.3109267
1589	1.310874265
1590	1.310793606
1591	1.310750754
1592	1.310679285
1593	1.310621852
1594	1.310576989
1595	1.310505774
1596	1.310461662
1597	1.310358173
1598	1.310284
1599	1.310227041
1600	1.310152269
1601	1.310065833
1602	1.310022642
1603	1.309911624
1604	1.309845736
1605	1.309797616
1606	1.309743023
1607	1.30970445
1608	1.309646695
1609	1.309577193
1610	1.309519531
1611	1.309443398
1612	1.309396
1613	1.309356495
1614	1.309293999
1615	1.309237212
1616	1.309172566
1617	1.309102541
1618	1.309045334
1619	1.308978439
1620	1.308932962
1621	1.308881482
1622	1.308803008
1623	1.308749839
1624	1.308703138
1625	1.308640496
1626	1.308587595
1627	1.308528328
1628	1.308456224
1629	1.308414602
1630	1.308357479
1631	1.30829208
1632	1.308222585
1633	1.308171283
1634	1.308117308
1635	1.308052549
1636	1.308016332
1637	1.307948094
1638	1.307909264
1639	1.307813309
1640	1.307736425
1641	1.307682869
1642	1.307628717
1643	1.307592258
1644	1.30755849
1645	1.307505038
1646	1.307436518
1647	1.307374673
1648	1.307317952
1649	1.307271106
1650	1.307234957
1651	1.307167107
1652	1.307110765
1653	1.307072639
1654	1.307016824
1655	1.306959627
1656	1.306896221
1657	1.306840003
1658	1.306791965
1659	1.306745337
1660	1.306685305
1661	1.306638334
1662	1.306589777
1663	1.306535204
1664	1.306422679
