iter	Passed	Remaining
768	7020	905971
769	7040	907341
770	7078	911065
771	7085	910759
772	7092	910475
773	7100	910251
774	7107	909946
775	7113	909631
776	7121	909460
777	7129	909205
778	7136	908997
779	7143	908741
780	7151	908511
781	7157	908182
782	7166	908044
783	7174	907877
784	7180	907591
785	7192	907890
786	7201	907827
787	7209	907680
788	7218	907657
789	7227	907606
790	7237	907681
791	7241	907029
792	7249	906909
793	7257	906724
794	7263	906386
795	7271	906278
796	7279	906101
797	7286	905825
798	7294	905626
799	7303	905620
800	7310	905411
801	7321	905618
802	7329	905445
803	7336	905189
804	7344	904956
805	7351	904786
806	7359	904611
807	7367	904444
808	7374	904191
809	7384	904223
810	7392	904093
811	7400	904019
812	7408	903883
813	7416	903682
814	7425	903621
815	7434	903595
816	7442	903495
817	7449	903215
818	7457	903144
819	7464	902897
820	7472	902670
821	7482	902814
822	7490	902672
823	7499	902607
824	7508	902618
825	7524	903397
826	7535	903703
827	7544	903607
828	7551	903352
829	7558	903097
830	7565	902876
831	7572	902563
832	7581	902615
833	7589	902410
834	7596	902202
835	7603	901927
836	7611	901718
837	7619	901611
838	7626	901429
839	7633	901170
840	7641	900959
841	7648	900774
842	7656	900543
843	7663	900332
844	7671	900246
845	7679	900098
846	7687	899892
847	7694	899679
848	7702	899501
849	7709	899243
850	7716	899032
851	7723	898819
852	7730	898546
853	7737	898330
854	7746	898309
855	7754	898101
856	7761	897895
857	7769	897711
858	7778	897767
859	7787	897678
860	7794	897474
861	7801	897291
862	7809	897171
863	7817	896949
864	7826	896947
865	7834	896794
866	7842	896702
867	7849	896518
868	7858	896473
869	7865	896235
870	7872	896007
871	7880	895838
872	7887	895560
873	7894	895374
874	7901	895181
875	7909	894991
876	7917	894922
877	7925	894703
878	7932	894536
879	7939	894251
880	7946	894011
881	7955	894027
882	7964	893994
883	7973	893956
884	7980	893802
885	7988	893635
886	7995	893380
887	8002	893153
888	8009	892921
889	8015	892647
890	8022	892391
891	8029	892172
892	8036	891945
893	8043	891656
894	8050	891430
895	8056	891150
896	8063	890882
897	8117	895833
898	8126	895771
899	8133	895637
900	8140	895379
901	8147	895102
902	8155	894999
903	8163	894926
904	8171	894731
905	8178	894569
906	8187	894474
907	8200	894940
908	8213	895320
909	8223	895497
910	8233	895509
911	8242	895502
912	8249	895347
913	8261	895609
914	8271	895755
915	8283	896011
916	8298	896653
917	8308	896719
918	8320	897042
919	8333	897528
920	8346	897935
921	8360	898420
922	8378	899350
923	8389	899588
924	8410	900824
925	8428	901777
926	8447	902811
927	8463	903539
928	8473	903601
929	8483	903695
930	8491	903611
931	8500	903535
932	8508	903429
933	8520	903728
934	8530	903816
935	8537	903619
936	8547	903622
937	8554	903447
938	8562	903331
939	8571	903309
940	8584	903741
941	8593	903668
942	8602	903671
943	8611	903657
944	8619	903511
945	8629	903575
946	8638	903579
947	8649	903696
948	8662	904187
949	8671	904084
950	8693	905445
951	8705	905769
952	8716	905954
953	8727	906109
954	8736	906051
955	8746	906154
956	8753	905964
957	8763	906031
958	8772	905966
959	8783	906152
960	8799	906861
961	8811	907137
962	8823	907397
963	8831	907320
964	8840	907321
965	8854	907793
966	8869	908336
967	8880	908484
968	8891	908682
969	8902	908890
970	8915	909257
971	8939	910807
972	8951	911078
973	8962	911254
974	8974	911480
975	8984	911555
976	8997	911918
977	9012	912535
978	9022	912592
979	9033	912722
980	9043	912779
981	9055	913066
982	9064	913030
983	9073	913044
984	9083	913099
985	9092	913055
986	9100	912947
987	9144	916386
988	9185	919623
989	9193	919449
990	9201	919285
991	9208	919075
992	9215	918857
993	9224	918757
994	9232	918616
995	9239	918464
996	9246	918179
997	9253	917930
998	9260	917739
999	9267	917478
1000	9273	917183
1001	9280	916921
1002	9288	916749
1003	9298	916877
1004	9306	916690
1005	9313	916527
1006	9321	916317
1007	9327	916039
1008	9336	915941
1009	9343	915753
1010	9351	915631
1011	9358	915391
1012	9367	915327
1013	9373	915068
1014	9380	914839
1015	9386	914528
1016	9393	914297
1017	9400	914002
1018	9406	913743
1019	9414	913589
1020	9423	913497
1021	9430	913295
1022	9438	913200
1023	9447	913133
1024	9454	912959
1025	9462	912810
1026	9469	912564
1027	9476	912386
1028	9484	912217
1029	9491	911982
1030	9498	911750
1031	9506	911686
1032	9513	911457
1033	9521	911307
1034	9528	911105
1035	9535	910849
1036	9542	910644
1037	9549	910439
1038	9556	910185
1039	9563	910018
1040	9572	909977
1041	9581	909950
1042	9589	909832
1043	9597	909701
1044	9607	909744
1045	9614	909540
1046	9622	909474
1047	9630	909304
1048	9638	909208
1049	9648	909279
1050	9659	909432
1051	9667	909305
1052	9675	909159
1053	9684	909127
1054	9693	909089
1055	9700	908922
1056	9707	908688
1057	9715	908547
1058	9723	908460
1059	9732	908391
1060	9740	908319
1061	9749	908312
1062	9757	908171
1063	9764	907969
1064	9772	907871
1065	9782	907920
1066	9790	907763
1067	9797	907553
1068	9804	907374
1069	9813	907308
1070	9822	907271
1071	9831	907248
1072	9839	907190
1073	9848	907183
1074	9856	907006
1075	9863	906809
1076	9870	906596
1077	9878	906450
1078	9886	906336
1079	9893	906162
1080	9900	905965
1081	9908	905840
1082	9915	905622
1083	9922	905457
1084	9930	905319
1085	9937	905122
1086	9945	904961
1087	9952	904801
1088	9959	904640
1089	9967	904472
1090	9974	904292
1091	9982	904133
1092	9989	903932
1093	9997	903814
1094	10004	903618
1095	10011	903443
1096	10018	903266
1097	10025	903061
1098	10033	902889
1099	10040	902698
1100	10047	902489
1101	10054	902315
1102	10062	902198
1103	10069	902058
1104	10077	901895
